"dairportid","dcity","dcountry","dlatitude","dlongitude","dtimezone","ddst"
"'2633'","Uberlandia","Brazil",-18.882844,-48.225594,2,"S"
"'2635'","Uberaba","Brazil",-19.765,-47.964778,2,"S"
"'2637'","Vilhena","Brazil",-12.694375,-60.098269,2,"S"
"'2638'","Vitoria","Brazil",-20.258056,-40.286389,2,"S"
"'2641'","Arica","Chile",-18.348531,-70.338742,2,"S"
"'2642'","Balmaceda","Chile",-45.916058,-71.689475,2,"S"
"'2645'","Calama","Chile",-22.498175,-68.903575,2,"S"
"'2647'","Punta Arenas","Chile",-53.002642,-70.854586,2,"S"
"'2649'","Iquique","Chile",-20.535222,-70.181275,2,"S"
"'2650'","Santiago","Chile",-33.392975,-70.785803,2,"S"
"'2651'","Antofagasta","Chile",-23.444478,-70.4451,2,"S"
"'2656'","Concepcion","Chile",-36.77265,-73.063106,2,"S"
"'2657'","Easter Island","Chile",-27.164792,-109.421831,1,"S"
"'2658'","Osorno","Chile",-40.611208,-73.061042,2,"S"
"'2662'","La Serena","Chile",-29.916233,-71.199522,2,"S"
"'2664'","Temuco","Chile",-38.766819,-72.637097,2,"S"
"'2665'","Puerto Montt","Chile",-41.438886,-73.093953,2,"S"
"'2667'","Valdivia","Chile",-39.649956,-73.086111,2,"S"
"'2670'","Coca","Ecuador",-0.462886,-76.986842,2,"U"
"'2671'","Cuenca","Ecuador",-2.889467,-78.984397,2,"U"
"'2672'","Galapagos","Ecuador",-0.453758,-90.265914,1,"U"
"'2673'","Guayaquil","Ecuador",-2.157419,-79.883558,2,"U"
"'2680'","Macas","Ecuador",-2.299167,-78.12075,2,"U"
"'2683'","Manta","Ecuador",-0.946078,-80.678808,2,"U"
"'2688'","Quito","Ecuador",-0.141144,-78.488214,2,"U"
"'2697'","Tulcan","Ecuador",0.809506,-77.708056,2,"U"
"'2699'","Asuncion","Paraguay",-25.23985,-57.519133,2,"S"
"'2705'","Armenia","Colombia",4.452775,-75.766447,2,"U"
"'2706'","Puerto Asis","Colombia",0.505228,-76.500836,2,"U"
"'2708'","Bucaramanga","Colombia",7.1265,-73.184778,2,"U"
"'2709'","Bogota","Colombia",4.701594,-74.146947,2,"U"
"'2710'","Barranquilla","Colombia",10.889589,-74.780819,2,"U"
"'2711'","Bahia Solano","Colombia",6.202917,-77.394675,2,"U"
"'2712'","Buenaventura","Colombia",3.819628,-76.989767,2,"U"
"'2713'","Cucuta","Colombia",7.927567,-72.511547,2,"U"
"'2714'","Cartagena","Colombia",10.442381,-75.512961,2,"U"
"'2715'","Cali","Colombia",3.543222,-76.381583,2,"U"
"'2716'","Tumaco","Colombia",1.814417,-78.749228,2,"U"
"'2717'","Corozal","Colombia",9.332742,-75.285594,2,"U"
"'2718'","Barrancabermeja","Colombia",7.024331,-73.8068,2,"U"
"'2719'","Florencia","Colombia",1.589189,-75.564372,2,"U"
"'2722'","Guapi","Colombia",2.570133,-77.8986,2,"U"
"'2724'","Ibague","Colombia",4.421608,-75.1333,2,"U"
"'2725'","Ipiales","Colombia",0.861925,-77.671764,2,"U"
"'2728'","Leticia","Colombia",-4.193549,-69.943163,2,"U"
"'2729'","Medellin","Colombia",6.219958,-75.590519,2,"U"
"'2731'","Monteria","Colombia",8.823744,-75.825831,2,"U"
"'2732'","Mitu","Colombia",1.253664,-70.233878,2,"U"
"'2733'","Manizales","Colombia",5.029597,-75.464708,2,"U"
"'2734'","Neiva","Colombia",2.95015,-75.294,2,"U"
"'2738'","Puerto Carreno","Colombia",6.184717,-67.493164,2,"U"
"'2739'","Pereira","Colombia",4.812675,-75.739519,2,"U"
"'2741'","Popayan","Colombia",2.4544,-76.609319,2,"U"
"'2742'","Pasto","Colombia",1.396247,-77.291478,2,"U"
"'2743'","Providencia","Colombia",13.356944,-81.35833,2,"U"
"'2745'","Rio Negro","Colombia",6.164536,-75.423119,2,"U"
"'2746'","Rio Hacha","Colombia",11.526222,-72.925958,2,"U"
"'2747'","San Jose Del Guaviare","Colombia",2.579694,-72.639358,2,"U"
"'2748'","Santa Marta","Colombia",11.11965,-74.230647,2,"U"
"'2749'","San Andres Island","Colombia",12.583594,-81.711192,2,"U"
"'2750'","San Vincente De Caguan","Colombia",2.152175,-74.76635,2,"U"
"'2751'","Tame","Colombia",6.451081,-71.760261,2,"U"
"'2752'","Arauca","Colombia",7.068881,-70.736925,2,"U"
"'2753'","Quibdo","Colombia",5.690758,-76.641181,2,"U"
"'2755'","Valledupar","Colombia",10.435042,-73.249506,2,"U"
"'2756'","Villavicencio","Colombia",4.167875,-73.613761,2,"U"
"'2759'","Cochabamba","Bolivia",-17.421058,-66.177114,2,"U"
"'2761'","Cobija","Bolivia",-11.040436,-68.782972,2,"U"
"'2762'","La Paz","Bolivia",-16.513339,-68.192256,2,"U"
"'2764'","Potosi","Bolivia",-19.543069,-65.723706,2,"U"
"'2767'","Sucre","Bolivia",-19.007083,-65.288747,2,"U"
"'2768'","Tarija","Bolivia",-21.555736,-64.701325,2,"U"
"'2769'","Trinidad","Bolivia",-14.818739,-64.918019,2,"U"
"'2771'","Santa Cruz","Bolivia",-17.644756,-63.135364,2,"U"
"'2772'","Yacuiba","Bolivia",-21.960925,-63.651669,2,"U"
"'2773'","Zandery","Suriname",5.452831,-55.187783,2,"U"
"'2774'","Cayenne","French Guiana",4.819808,-52.360447,2,"U"
"'2781'","Pucallpa","Peru",-8.377939,-74.574297,2,"U"
"'2785'","Chiclayo","Peru",-6.787475,-79.828097,2,"U"
"'2786'","Ayacucho","Peru",-13.154819,-74.204417,2,"U"
"'2787'","Andahuaylas","Peru",-13.706408,-73.350378,2,"U"
"'2788'","Anta","Peru",-9.347444,-77.598392,2,"U"
"'2789'","Lima","Peru",-12.021889,-77.114319,2,"U"
"'2792'","Juliaca","Peru",-15.467103,-70.158169,2,"U"
"'2796'","Tumbes","Peru",-3.552528,-80.381356,2,"U"
"'2801'","Iquitos","Peru",-3.784739,-73.308806,2,"U"
"'2802'","Arequipa","Peru",-16.341072,-71.583083,2,"U"
"'2804'","Trujillo","Peru",-8.081411,-79.108761,2,"U"
"'2806'","Tarapoto","Peru",-6.508742,-76.373247,2,"U"
"'2807'","Tacna","Peru",-18.053333,-70.275833,2,"U"
"'2808'","Puerto Maldonado","Peru",-12.613611,-69.228611,2,"U"
"'2809'","Piura","Peru",-5.20575,-80.616444,2,"U"
"'2812'","Cuzco","Peru",-13.535722,-71.938781,2,"U"
"'2816'","Montevideo","Uruguay",-34.838417,-56.030806,2,"S"
"'2821'","Barcelona","Venezuela",10.107139,-64.689161,2,"U"
"'2822'","Barinas","Venezuela",8.619575,-70.220825,2,"U"
"'2824'","Barquisimeto","Venezuela",10.042747,-69.358619,2,"U"
"'2830'","Canaima","Venezuela",6.231989,-62.854433,2,"U"
"'2833'","Coro","Venezuela",11.414867,-69.681656,2,"U"
"'2835'","Cumana","Venezuela",10.450333,-64.130472,2,"U"
"'2844'","Paraguana","Venezuela",11.780775,-70.151497,2,"U"
"'2846'","La Fria","Venezuela",8.239167,-72.271028,2,"U"
"'2848'","Maracaibo","Venezuela",10.558208,-71.727856,2,"U"
"'2849'","Merida","Venezuela",8.582294,-71.161186,2,"U"
"'2850'","Porlamar","Venezuela",10.912926,-63.967581,2,"U"
"'2851'","Caracas","Venezuela",10.603117,-66.990583,2,"U"
"'2852'","Maturin","Venezuela",9.749067,-63.1534,2,"U"
"'2853'","Puerto Ayacucho","Venezuela",5.619992,-67.606103,2,"U"
"'2854'","Puerto Cabello","Venezuela",10.4805,-68.073025,2,"U"
"'2856'","Guayana","Venezuela",8.288528,-62.760361,2,"U"
"'2858'","San Antonio","Venezuela",7.840831,-72.439742,2,"U"
"'2861'","Santo Domingo","Venezuela",7.565111,-72.035125,2,"U"
"'2864'","San Tome","Venezuela",8.945147,-64.151083,2,"U"
"'2868'","Valencia","Venezuela",10.149733,-67.9284,2,"U"
"'2870'","Valera","Venezuela",9.340797,-70.584089,2,"U"
"'2874'","Antigua","Antigua and Barbuda",17.136749,-61.792667,2,"U"
"'2875'","Bridgetown","Barbados",13.074603,-59.492456,2,"U"
"'2877'","Dominica","Dominica",15.547028,-61.3,2,"U"
"'2878'","Fort-de-france","Martinique",14.591033,-61.003175,2,"U"
"'2879'","St. Martin","Guadeloupe",18.099914,-63.047197,2,"U"
"'2881'","Pointe-a-pitre","Guadeloupe",16.265306,-61.531806,2,"U"
"'2882'","Point Salines","Grenada",12.004247,-61.786192,2,"U"
"'2883'","St. Thomas","Virgin Islands",18.337306,-64.973361,2,"U"
"'2884'","St. Croix Island","Virgin Islands",17.701889,-64.798556,2,"U"
"'2885'","Aguadilla","Puerto Rico",18.494861,-67.129444,2,"U"
"'2888'","Mayaguez","Puerto Rico",18.255694,-67.148472,2,"U"
"'2889'","Ponce","Puerto Rico",18.008306,-66.563028,2,"U"
"'2890'","San Juan","Puerto Rico",18.439417,-66.001833,2,"U"
"'2891'","Basse Terre","Saint Kitts and Nevis",17.311194,-62.718667,2,"U"
"'2893'","Castries","Saint Lucia",14.020228,-60.992936,2,"U"
"'2894'","Hewandorra","Saint Lucia",13.733194,-60.952597,2,"U"
"'2895'","Oranjestad","Aruba",12.501389,-70.015221,2,"U"
"'2896'","Kralendijk","Netherlands Antilles",12.131044,-68.268511,2,"U"
"'2897'","Willemstad","Netherlands Antilles",12.188853,-68.959803,2,"U"
"'2898'","Oranjestad","Netherlands Antilles",17.496492,-62.979439,2,"U"
"'2899'","Philipsburg","Netherlands Antilles",18.040953,-63.1089,2,"U"
"'2900'","The Valley","Anguilla",18.204834,-63.055084,2,"U"
"'2901'","Scarborough","Trinidad and Tobago",11.149658,-60.832194,2,"U"
"'2902'","Port-of-spain","Trinidad and Tobago",10.595369,-61.337242,2,"U"
"'2903'","Tortola","British Virgin Islands",18.444834,-64.542975,2,"U"
"'2907'","Kingstown","Saint Vincent and the Grenadines",13.144306,-61.210861,2,"U"
"'2908'","Alma-ata","Kazakhstan",43.352072,77.040508,4,"U"
"'2910'","Tselinograd","Kazakhstan",51.022222,71.466944,4,"U"
"'2911'","Dzhambul","Kazakhstan",42.853611,71.303611,4,"U"
"'2912'","Bishkek","Kyrgyzstan",43.061306,74.477556,4,"U"
"'2913'","Osh","Kyrgyzstan",40.608989,72.793269,4,"U"
"'2914'","Chimkent","Kazakhstan",42.364167,69.478889,4,"U"
"'2916'","Uralsk","Kazakhstan",51.150833,51.543056,4,"U"
"'2917'","Pavlodar","Kazakhstan",52.195,77.073889,4,"U"
"'2918'","Semiplatinsk","Kazakhstan",50.3513,80.2344,4,"U"
"'2920'","Aktyubinsk","Kazakhstan",50.245833,57.206667,4,"U"
"'2922'","Baku","Azerbaijan",40.4675,50.046667,4,"E"
"'2923'","Yakutsk","Russia",62.09325,129.770672,5,"N"
"'2925'","Mirnyj","Russia",62.534689,114.038928,5,"N"
"'2926'","Blagoveschensk","Russia",50.425394,127.412478,5,"N"
"'2927'","Khabarovsk","Russia",48.528044,135.188361,5,"N"
"'2930'","Magadan","Russia",59.910989,150.720439,5,"N"
"'2931'","Pevek","Russia",69.783283,170.597006,5,"N"
"'2932'","Petropavlovsk","Russia",53.167889,158.453669,5,"N"
"'2933'","Yuzhno-sakhalinsk","Russia",46.888672,142.717531,5,"N"
"'2934'","Vladivostok","Russia",43.398953,132.148017,5,"N"
"'2935'","Chita","Russia",52.026317,113.305556,5,"N"
"'2936'","Bratsk","Russia",56.370556,101.698331,5,"N"
"'2937'","Irkutsk","Russia",52.268028,104.388975,5,"N"
"'2938'","Ulan-ude","Russia",51.807764,107.437644,5,"N"
"'2939'","Kiev","Ukraine",50.345,30.894722,4,"E"
"'2940'","Donetsk","Ukraine",48.073611,37.739722,4,"E"
"'2941'","Dnepropetrovsk","Ukraine",48.357222,35.100556,4,"E"
"'2942'","Simferopol","Ukraine",45.052222,33.975139,4,"E"
"'2944'","Kiev","Ukraine",50.401694,30.449697,4,"E"
"'2945'","Lvov","Ukraine",49.8125,23.956111,4,"E"
"'2947'","Odessa","Ukraine",46.426767,30.676464,4,"E"
"'2948'","St. Petersburg","Russia",59.800292,30.262503,4,"N"
"'2949'","Murmansk","Russia",68.781672,32.750822,4,"N"
"'2952'","Kaliningrad","Russia",54.89005,20.592633,4,"N"
"'2954'","Minsk 2","Belarus",53.882469,28.030731,4,"E"
"'2955'","Abakan","Russia",53.74,91.385,5,"N"
"'2956'","Barnaul","Russia",53.363775,83.538533,5,"N"
"'2957'","Kemorovo","Russia",55.270094,86.107208,5,"N"
"'2958'","Omsk","Russia",54.967042,73.310514,5,"N"
"'2960'","Krasnodar","Russia",45.034689,39.170539,4,"N"
"'2961'","Makhachkala","Russia",42.816822,47.652294,4,"N"
"'2962'","Mineralnye Vody","Russia",44.225072,43.081889,4,"N"
"'2963'","Stavropol","Russia",45.109165,42.112778,4,"N"
"'2964'","Rostov","Russia",47.258208,39.818089,4,"N"
"'2965'","Sochi","Russia",43.449928,39.956589,4,"N"
"'2966'","Astrakhan","Russia",46.283333,48.006278,4,"N"
"'2967'","Volgograd","Russia",48.782528,44.345544,4,"N"
"'2968'","Chelyabinsk","Russia",55.305836,61.503333,4,"N"
"'2969'","Magnetiogorsk","Russia",53.393131,58.755661,4,"N"
"'2972'","Nizhnevartovsk","Russia",60.949272,76.483617,4,"N"
"'2973'","Perm","Russia",57.914517,56.021214,4,"N"
"'2974'","Surgut","Russia",61.343694,73.401842,4,"N"
"'2975'","Yekaterinburg","Russia",56.743108,60.802728,4,"N"
"'2976'","Ashkhabad","Turkmenistan",37.986814,58.360967,4,"U"
"'2979'","Dushanbe","Tajikistan",38.543333,68.825,4,"U"
"'2980'","Bukhara","Uzbekistan",39.775,64.483333,4,"U"
"'2981'","Samarkand","Uzbekistan",39.700547,66.983829,4,"U"
"'2983'","Tashkent","Uzbekistan",41.257861,69.281186,4,"U"
"'2985'","Moscow","Russia",55.972642,37.414589,4,"N"
"'2987'","Voronezh","Russia",51.814211,39.229589,4,"N"
"'2988'","Moscow","Russia",55.591531,37.261486,4,"N"
"'2989'","Syktyvkar","Russia",61.64705,50.84505,4,"N"
"'2990'","Kazan","Russia",55.606186,49.278728,4,"N"
"'2991'","Orenburg","Russia",51.795786,55.456744,4,"N"
"'2992'","Ufa","Russia",54.557511,55.874417,4,"N"
"'2994'","Ahmedabad","India",23.077242,72.63465,4,"N"
"'2996'","Aurangabad","India",19.862728,75.398114,4,"N"
"'2997'","Mumbai","India",19.088686,72.867919,4,"N"
"'2999'","Bhuj","India",23.287828,69.670147,4,"N"
"'3000'","Belgaum","India",15.859286,74.618292,4,"N"
"'3001'","Baroda","India",22.336164,73.226289,4,"N"
"'3002'","Bhopal","India",23.287467,77.337375,4,"N"
"'3003'","Bhaunagar","India",21.752206,72.185181,4,"N"
"'3007'","Goa","India",15.380833,73.831422,4,"N"
"'3008'","Indore","India",22.721786,75.801086,4,"N"
"'3009'","Jabalpur","India",23.177817,80.052047,4,"N"
"'3010'","Jamnagar","India",22.465522,70.012556,4,"N"
"'3012'","Khajuraho","India",24.817197,79.918597,4,"N"
"'3015'","Nagpur","India",21.092192,79.047183,4,"N"
"'3017'","Pune","India",18.582111,73.919697,4,"N"
"'3018'","Porbandar","India",21.648675,69.657219,4,"N"
"'3019'","Rajkot","India",22.309183,70.779525,4,"N"
"'3020'","Raipur","India",21.180406,81.738753,4,"N"
"'3022'","Surat","India",21.114061,72.741792,4,"N"
"'3023'","Udaipur","India",24.617697,73.8961,4,"N"
"'3024'","Colombo","Sri Lanka",7.180756,79.884117,4,"U"
"'3030'","Trinciomalee","Sri Lanka",8.538514,81.181853,4,"U"
"'3034'","Phnom-penh","Cambodia",11.546556,104.844139,5,"U"
"'3035'","Siem-reap","Cambodia",13.410666,103.81284,5,"U"
"'3038'","Agartala","India",23.886978,91.24045,4,"N"
"'3039'","Aizwal","India",23.746603,92.802767,4,"N"
"'3040'","Baghdogra","India",26.681206,88.328567,4,"N"
"'3042'","Bhubaneswar","India",20.244364,85.817781,4,"N"
"'3043'","Kolkata","India",22.654739,88.446722,4,"N"
"'3050'","Imphal","India",24.75995,93.896697,4,"N"
"'3055'","Silchar","India",24.912928,92.978742,4,"N"
"'3061'","Patina","India",25.591317,85.087992,4,"N"
"'3063'","Ranchi","India",23.31425,85.321675,4,"N"
"'3066'","Vishakhapatnam","India",17.721167,83.224483,4,"N"
"'3068'","Cox's Bazar","Bangladesh",21.452194,91.963889,4,"U"
"'3069'","Chittagong","Bangladesh",22.249611,91.813286,4,"U"
"'3071'","Jessore","Bangladesh",23.1838,89.160833,4,"U"
"'3072'","Rajshahi","Bangladesh",24.437219,88.616511,4,"U"
"'3073'","Saidpur","Bangladesh",25.759228,88.908869,4,"U"
"'3074'","Sylhet Osmani","Bangladesh",24.963242,91.866783,4,"U"
"'3076'","Dhaka","Bangladesh",23.843333,90.397781,4,"U"
"'3077'","Hong Kong","Hong Kong",22.308919,113.914603,5,"U"
"'3079'","Agra","India",27.155831,77.960892,4,"N"
"'3080'","Allahabad","India",25.440064,81.733872,4,"N"
"'3081'","Amritsar","India",31.709594,74.797264,4,"N"
"'3084'","Varanasi","India",25.452358,82.859342,4,"N"
"'3085'","Kulu","India",31.876706,77.154367,4,"N"
"'3089'","Chandigarh","India",30.673469,76.788542,4,"N"
"'3092'","Dehra Dun","India",30.189689,78.180256,4,"N"
"'3093'","Delhi","India",28.5665,77.103088,4,"N"
"'3094'","Gwalior","India",26.293336,78.227753,4,"N"
"'3097'","Jodhpur","India",26.251092,73.048869,4,"N"
"'3098'","Jaipur","India",26.824192,75.812161,4,"N"
"'3100'","Jammu","India",32.689142,74.837389,4,"N"
"'3101'","Kanpur","India",26.441444,80.364864,4,"N"
"'3103'","Ludhiaha","India",30.854681,75.952592,4,"N"
"'3104'","Leh","India",34.135872,77.546514,4,"N"
"'3105'","Lucknow","India",26.760594,80.889339,4,"N"
"'3112'","Srinagar","India",33.987139,74.77425,4,"N"
"'3115'","Luang Prabang","Laos",19.897914,102.160764,5,"U"
"'3116'","Pakse","Laos",15.132053,105.781417,5,"U"
"'3118'","Savannakhet","Laos",16.556594,104.759531,5,"U"
"'3120'","Vientiane","Laos",17.988322,102.563256,5,"U"
"'3121'","Macau","Macau",22.149556,113.591558,5,"U"
"'3122'","Bhairawa","Nepal",27.505703,83.41625,4,"N"
"'3125'","Kathmandu","Nepal",27.696583,85.3591,4,"N"
"'3127'","Pokhara","Nepal",28.200881,83.982056,4,"N"
"'3129'","Biratnagar","Nepal",26.481453,87.264036,4,"N"
"'3130'","Agatti Island","India",10.823656,72.176042,4,"N"
"'3131'","Bangalore","India",12.949986,77.668206,4,"N"
"'3134'","Vijayawada","India",16.530433,80.796847,4,"N"
"'3135'","Coimbatore","India",11.030031,77.043383,4,"N"
"'3136'","Kochi","India",10.155556,76.391389,4,"N"
"'3137'","Calicut","India",11.136839,75.9553,4,"N"
"'3141'","Hyderabad","India",17.453117,78.467586,4,"N"
"'3142'","Madurai","India",9.834508,78.093378,4,"N"
"'3143'","Mangalore","India",12.961267,74.890069,4,"N"
"'3144'","Madras","India",12.994414,80.180517,4,"N"
"'3146'","Port Blair","India",11.641161,92.729744,4,"N"
"'3148'","Rajahmundry","India",17.110361,81.818208,4,"N"
"'3151'","Tirupeti","India",13.632492,79.543256,4,"N"
"'3152'","Tiruchirappalli","India",10.765364,78.709722,4,"N"
"'3153'","Trivandrum","India",8.482122,76.920114,4,"N"
"'3155'","Thimphu","Bhutan",27.403192,89.424606,4,"N"
"'3156'","Male","Maldives",4.191833,73.529128,4,"U"
"'3157'","Bangkok","Thailand",13.912583,100.60675,5,"U"
"'3161'","Pattaya","Thailand",12.679944,101.005028,5,"U"
"'3163'","Lampang","Thailand",18.270933,99.504167,5,"U"
"'3164'","Phrae","Thailand",18.132169,100.164664,5,"U"
"'3170'","Phitsanulok","Thailand",16.782939,100.279122,5,"U"
"'3173'","Narathiwat","Thailand",6.519922,101.7434,5,"U"
"'3174'","Krabi","Thailand",8.095969,98.988764,5,"U"
"'3177'","Ko Samui","Thailand",9.547794,100.062272,5,"U"
"'3179'","Phuket","Thailand",8.1132,98.316872,5,"U"
"'3181'","Hat Yai","Thailand",6.933206,100.392975,5,"U"
"'3182'","Trang","Thailand",7.508744,99.616578,5,"U"
"'3183'","Udon Thani","Thailand",17.386436,102.788247,5,"U"
"'3184'","Sakon Nakhon","Thailand",17.195142,104.118625,5,"U"
"'3186'","Loei","Thailand",17.439133,101.722064,5,"U"
"'3196'","Danang","Vietnam",16.043917,108.19937,5,"U"
"'3199'","Hanoi","Vietnam",21.221192,105.807178,5,"U"
"'3205'","Ho Chi Minh City","Vietnam",10.818797,106.651856,5,"U"
"'3213'","Heho","Burma",20.747036,96.792044,4,"U"
"'3215'","Kengtung","Burma",21.301611,99.635997,4,"U"
"'3217'","Kyaukpyu","Burma",19.426447,93.534836,4,"U"
"'3222'","Mandalay","Burma",21.702156,95.977928,4,"U"
"'3223'","Myeik","Burma",12.439797,98.621478,4,"U"
"'3224'","Myitkyina","Burma",25.383636,97.351919,4,"U"
"'3232'","Putao","Burma",27.329922,97.426269,4,"U"
"'3235'","Sittwe","Burma",20.132708,92.872628,4,"U"
"'3236'","Thandwe","Burma",18.460731,94.300119,4,"U"
"'3237'","Tachilek","Burma",20.483831,99.935353,4,"U"
"'3239'","Yangon","Burma",16.907305,96.133222,4,"U"
"'3240'","Ujung Pandang","Indonesia",-5.061631,119.554042,5,"N"
"'3241'","Biak","Indonesia",-1.190017,136.107997,5,"N"
"'3242'","Nabire","Indonesia",-3.368183,135.496406,5,"N"
"'3243'","Timika","Indonesia",-4.528275,136.887375,5,"N"
"'3244'","Jayapura","Indonesia",-2.576953,140.516372,5,"N"
"'3245'","Wamena","Indonesia",-4.102511,138.957372,5,"N"
"'3246'","Merauke","Indonesia",-8.520294,140.418453,5,"N"
"'3247'","Gorontalo","Indonesia",0.637119,122.849858,5,"N"
"'3249'","Palu","Indonesia",-0.918542,119.909642,5,"N"
"'3250'","Manado","Indonesia",1.549447,124.925878,5,"N"
"'3251'","Poso","Indonesia",-1.416753,120.657669,5,"N"
"'3253'","Ternate","Indonesia",0.831414,127.381486,5,"N"
"'3254'","Luwuk","Indonesia",-1.038919,122.771906,5,"N"
"'3256'","Ambon","Indonesia",-3.710264,128.089136,5,"N"
"'3257'","Fak Fak","Indonesia",-2.920192,132.267031,5,"N"
"'3258'","Kaimana","Indonesia",-3.644517,133.695553,5,"N"
"'3259'","Babo","Indonesia",-2.532242,133.438894,5,"N"
"'3260'","Manokwari","Indonesia",-0.891833,134.049183,5,"N"
"'3261'","Sorong","Indonesia",-0.926358,131.121194,5,"N"
"'3262'","Bintulu","Malaysia",3.12385,113.020472,5,"N"
"'3263'","Kuching","Malaysia",1.484697,110.346933,5,"N"
"'3264'","Limbang","Malaysia",4.808303,115.010439,5,"N"
"'3265'","Marudi","Malaysia",4.1775,114.321944,5,"N"
"'3266'","Miri","Malaysia",4.322014,113.986806,5,"N"
"'3267'","Sibu","Malaysia",2.261603,111.985322,5,"N"
"'3268'","Lahad Datu","Malaysia",5.032247,118.324036,5,"N"
"'3269'","Kota Kinabalu","Malaysia",5.937208,116.051181,5,"N"
"'3270'","Labuan","Malaysia",5.300683,115.250181,5,"N"
"'3271'","Tawau","Malaysia",4.313369,118.121953,5,"N"
"'3272'","Bandar Seri Begawan","Brunei",4.9442,114.928353,5,"U"
"'3273'","Pekanbaru","Indonesia",0.460786,101.444539,5,"N"
"'3275'","Jakarta","Indonesia",-6.125567,106.655897,5,"N"
"'3278'","Padang","Indonesia",-0.874989,100.351881,5,"N"
"'3282'","Ketapang","Indonesia",-1.816639,109.963483,5,"N"
"'3284'","Pontianak","Indonesia",-0.150711,109.403892,5,"N"
"'3287'","Jambi","Indonesia",-1.638017,103.644378,5,"N"
"'3288'","Bengkulu","Indonesia",-3.8637,102.339036,5,"N"
"'3289'","Palembang","Indonesia",-2.89825,104.699903,5,"N"
"'3294'","Banda Aceh","Indonesia",5.523522,95.420372,5,"N"
"'3296'","Alor Setar","Malaysia",6.189667,100.398183,5,"N"
"'3298'","Kota Bahru","Malaysia",6.16685,102.293014,5,"N"
"'3299'","Kuantan","Malaysia",3.775389,103.209056,5,"N"
"'3300'","Kerteh","Malaysia",4.537222,103.426756,5,"N"
"'3302'","Ipoh","Malaysia",4.567972,101.092194,5,"N"
"'3303'","Johor Bahru","Malaysia",1.641308,103.669619,5,"N"
"'3304'","Kuala Lumpur","Malaysia",2.745578,101.709917,5,"N"
"'3305'","Pulau","Malaysia",6.329728,99.728667,5,"N"
"'3307'","Kuala Terengganu","Malaysia",5.382639,103.10336,5,"N"
"'3308'","Penang","Malaysia",5.297139,100.276864,5,"N"
"'3310'","Dili","East Timor",-8.546553,125.524719,5,"U"
"'3316'","Singapore","Singapore",1.350189,103.994433,5,"N"
"'3318'","Amberley","Australia",-10.950833,142.459444,5,"O"
"'3319'","Alice Springs","Australia",-23.806667,133.902222,5,"N"
"'3320'","Brisbane","Australia",-27.384167,153.1175,5,"N"
"'3321'","Coolangatta","Australia",-28.164444,153.504722,5,"N"
"'3322'","Cairns","Australia",-16.885833,145.755278,5,"N"
"'3323'","Charlieville","Australia",-26.413334,146.2625,5,"O"
"'3324'","Mount Isa","Australia",-20.663889,139.488611,5,"O"
"'3325'","Maroochydore","Australia",-26.603333,153.091111,5,"O"
"'3326'","Mackay","Australia",-21.171667,149.179722,5,"O"
"'3328'","Prosserpine","Australia",-20.495,148.552222,5,"O"
