"userid","ureviewcnt","ustars","vuseful","vfunny","vcool","gender"
"9sQ8rEdYs7HNWJdtyjcq8g",1,5,0,0,0,"F"
"9STS2LaNLkrKq84c7IyAKA",15,4.53,8,1,4,"M"
"9sXsAGgIAY1fIjPIy536tw",2,3,4,1,1,"M"
"9sySI2vXQ5PFuh23adQaeg",75,3.95,21,8,6,"M"
"9SZBVZ-mxebOVa1BlWFtWw",173,3.73,250,92,65,"M"
"9t_s_sux3ucjuqJmXWXxXA",1,5,0,0,0,"M"
"9T3bgBoVjh6l2c3PMD_6Xg",24,4.5,19,1,5,"F"
"9T6ZkT_P4HIXqLdwc5NTPg",1,4,1,0,1,"M"
"9tAH3Vl312bwk6Yw0cnP0w",11,3.73,9,0,0,"M"
"9tas2s5Dh4ly_6-lKehvRA",1,5,1,0,1,"F"
"9tBISTPcwcrZE_VtSeKRnQ",3,3,7,52,4,"M"
"9TdcpMBKk36B3EonfEdAkw",79,3.67,111,46,57,"M"
"9Tdhy6FugHfDNMWJqRee2w",17,3.38,10,3,0,"F"
"9tEUv5Qa8ObSkFaS5bbzcg",2,3,1,1,0,"M"
"9TfdFcznr97_VasgWize_g",4,2.5,0,0,0,"M"
"9TFwQbcSIHb-nXSHvFMCgg",1,5,2,1,1,"M"
"9TGZibL14tK57nthUGUPeQ",4,3.25,1,1,0,"F"
"9Ti1HivcTXKobzXFbUpERA",1,2,1,0,0,"M"
"9tkw_E5soTrI4BOO3R-nQQ",4,5,1,0,0,"M"
"9tN_uO8l3I1AjFOeXSmbXQ",4,4,3,1,0,"F"
"9Tno_1zdGV2HUcOU3fsgww",2,5,4,0,0,"M"
"9TPNcHOHcBqJlEovdrCabw",6,4.17,3,0,0,"M"
"9TPwbXdISSMLKL0R7xfvtA",7,3.17,8,6,2,"F"
"9trY5loETyvMD8zoS5sDSg",1,1,0,0,0,"F"
"9tVLD8PjH7Wwn_EAmCHzWA",11,3.7,39,15,31,"F"
"9TvVzTs089mTzleOtP5Dlg",6,4.8,2,0,1,"M"
"9tX14jenWywise71ziATxA",4,5,4,0,1,"M"
"9tXN1JUzCuCgMd2y4LdTcw",25,4.04,21,4,15,"M"
"9U1e1jLTtafgtuy08BEgoQ",13,4.23,9,4,1,"M"
"9u3u2A_4psVKEMReB3O0Hg",10,4,10,1,2,"M"
"9u6D73W4_3sCG7BhwsmCpQ",15,3.87,12,0,4,"F"
"9u7kD2Nrb4CQLeDjJQiJvQ",10,3.6,11,4,4,"F"
"9UergxVZm-pUA7KdyR3vWw",1,1,0,0,0,"M"
"9UF0rdwwjrUVqjWKMdRSow",6,1.67,9,5,6,"M"
"9uFw7CY8uPBSJ7w3HbeTgw",4,4,4,0,0,"F"
"9uGGuw67bLmfu0NHrs-nUQ",2,2,3,1,0,"F"
"9ugxOdRzasySNRoqLQki5w",7,4.29,1,1,0,"M"
"9uHAt2bjZfrLEfUcDSIvOQ",19,3.74,20,6,9,"M"
"9UHOSc2mlzNIzwN2STtbWg",1,5,1,0,1,"M"
"9UK28WYQvS7aXyNfa_hLCQ",68,3.01,67,29,12,"F"
"9UKflbslhK27auLeFKv46g",5,4.67,3,2,0,"F"
"9uKQPqc4kDOYhraFzskKjg",10,3.9,11,1,0,"M"
"9UMSx6L8LtHRhOP9zkkJxg",2,1,0,0,0,"M"
"9UMZAdORkBx8u9e6wyEggA",1,3,0,0,0,"M"
"9UNGbiE9k0fvMpCMJp0Gww",19,3.68,40,20,11,"M"
"9UNlzSAKWHZDDkHn7Gz6iw",14,3.85,8,0,1,"F"
"9uOaMYvGqRNyfkqPixdNKQ",32,2.66,59,17,2,"F"
"9UpdHW27PIRh24MehWfBDA",4,5,2,1,1,"M"
"9UtNYyrWnpMbpshMrZSRGQ",30,4.1,23,23,5,"M"
"9uuPzUWC1m_TnMUV9kXu9g",115,3.95,140,39,44,"F"
"9UxkYlsD0cnziYN--O8xug",13,4.09,22,1,4,"M"
"9UXpZg6VTzNFMzLfPULkow",2,4.5,1,0,0,"M"
"9uZj3P1W7368s6OhbQr6ZQ",29,3.9,30,4,14,"M"
"9uZJu_KJZPTHp2EsK-o3MA",52,4.15,22,1,8,"M"
"9v-aHckN0L0r_7pC2Azvrg",5,2.8,16,11,5,"M"
"9v3ErBYE7gn-uE5ZPH0BiQ",10,4.3,12,4,2,"F"
"9v4ZfUiBokXUQwY2iGWrcw",1,5,0,0,0,"M"
"9v8IyMk_S6eJujux1Cno7g",522,3.81,625,265,358,"F"
"9VaPHxvohl917I7bJU9InQ",5,2.8,24,21,7,"M"
"9VBrPQxkQTsQBAcjYM8FIA",13,3.46,3,1,1,"M"
"9VedeYzgqzq7MXXOWhbQcg",496,3.64,511,140,336,"M"
"9VF522wucngr7m9wzXa5nw",25,3.12,103,46,51,"M"
"9vgndc3YJc8-6AKoF5Tdcg",1,5,1,0,0,"M"
"9vK2sv3WqHuI7zBiaByF-Q",14,3.43,26,12,6,"F"
"9VmTOyq01oIUk5zuxOj1GA",71,4.28,18,42,8,"M"
"9VnQn_57H3AX2rZ8SZ-t5w",5,1.6,9,5,3,"F"
"9Vp3s1RQCKVPdVXaQlpgwQ",2,5,0,0,0,"M"
"9vp78LvyIQVbVtBfNAPzpQ",11,2.88,21,5,1,"F"
"9VPludbgA6XvILCNUOGVgg",31,4.03,29,7,13,"M"
"9VPNlcKsL99FvKtz1r9qJg",152,3.83,316,153,247,"F"
"9VRz5DuDdOH2h4at-G_65g",19,3.74,1,0,2,"M"
"9vtSBr6bCnmRgUj2EjiLVQ",2,5,5,0,2,"F"
"9vU6HUPSRg2p5dO4YZdS_A",14,3.64,14,4,4,"M"
"9VWEU3Gybq51a8Hvszphmw",23,4,21,3,14,"M"
"9vxUUOoasnu8gtoXRwAhYw",51,4,100,35,43,"F"
"9VZu4VFAm68DSVaAfQYkWQ",369,3.32,367,181,206,"M"
"9W_MeofBxF0lEzdKQMN9uQ",853,3.67,725,417,361,"F"
"9W2kq-lP87SM81gJHsgj1Q",12,4.33,20,9,10,"F"
"9W7kWpaROGVDz-G2JEvmpA",8,3.62,5,0,0,"F"
"9wAf9_aGiF6diDG7R8uWog",1,5,0,0,0,"M"
"9WBBdIZ1fPkda3HqG2maDQ",3,4,7,0,3,"F"
"9WCSwup5XXd57QKxhnfQ8A",5,2.5,1,0,0,"M"
"9wdAOSpQU2Kmll1V5uAgSg",31,3.55,27,5,15,"M"
"9wfcHn0C6F9TiiTEU1pGxA",1,1,1,0,0,"M"
"9WFNkNqdWeyvJuliVorarg",18,4.14,24,4,9,"F"
"9wHht9GLLiyxtoNMRNBiAA",100,3.58,105,54,34,"M"
"9wjfwojsL9wStmvvpBuFng",3,1,3,0,0,"F"
"9wk48KAETbXMGi3xrgvNcw",40,3.35,35,6,4,"M"
"9wl224U7ZQrNggpWVsiLTg",12,4.25,11,0,5,"M"
"9wLYm4nSjz9746g2Rg18jw",1,5,0,0,0,"M"
"9WlZ45A23zyMdAwG46j_qQ",28,3.54,41,8,6,"M"
"9wR_myr902jk5Gomd9t_-A",2,3,0,0,0,"M"
"9WRfZHW7jYoj1JyYebA0_Q",1,4,0,0,0,"M"
"9wS3np0rgBPnrDR1SoaqaQ",13,3.31,22,5,9,"F"
"9wtl15Sn5DcHE0def5p7hw",1,5,1,0,0,"F"
"9WxjVJrYxNYyXwFVkSFoHw",1,4,0,0,0,"F"
"9WXwCd76Ym-H2bJrXuqz9g",16,4.5,21,8,8,"F"
"9wzuYEnBy5jZiUbF3VrAlA",2,2.5,0,0,0,"M"
"9X1Pd1Sq9KcMreZyq7PGtA",1,5,2,1,0,"F"
"9X3tFqOcNgA56QSqTQBDYw",38,3.55,44,23,13,"F"
"9xarmXumXS89QVVRoGoM3Q",2,4.5,0,0,0,"M"
"9xGJ5mXPh_TPUj6s6Ts20g",2,5,1,0,0,"M"
"9xgwk-4c9JA66moxMk0AMw",16,3.07,9,4,3,"M"
"9XhvCJgpD1-NaTTzB84IWA",2,1.5,0,0,0,"M"
"9Xiwbbn_nM4Si56lVMzRVg",9,4.11,4,0,4,"M"
"9xjnMhMpTiJXj4nig4NNUg",237,4.03,269,59,144,"F"
"9XL1FO0K9q-qsQwS-Be1hg",3,3.33,2,0,0,"F"
"9XMGXXYXr_kHiCaPt18TYA",1,1,0,0,0,"F"
"9XPgaXr0cq3CGEpY3G3IJQ",113,3.65,103,19,48,"F"
"9Xr_1SQHRermgEB-3Jyq5A",3,2,0,0,0,"F"
"9XRMgi0x8XDvSn9tzvqs8A",5,3,4,0,0,"M"
"9Xt-8aPXCRBJetIoVWQT7w",28,3.11,36,10,2,"M"
"9XUxVmfzqOnarudTecT7wQ",1,2,0,0,0,"F"
"9XWwwyMMCHlORip6X9mhUQ",7,4.33,7,4,4,"F"
"9XxchWsvrKbVnZO5M5H3Rg",2,5,0,1,1,"M"
"9xZz5Jok9Yhu70HalctuzQ",4,1.67,2,0,0,"F"
"9y_bwN_9FPk_Jr3m-hGRUg",6,5,9,1,3,"M"
"9Y_dFb_4_43plD8B7IHOOw",17,3,17,14,4,"F"
"9Y0HHmmDdNLpflYXY-lMBg",13,4.08,48,10,23,"F"
"9Y1_KSrodMF5xyt6ee4n4w",3,5,2,1,1,"F"
"9Y4b4mTNNBaYrbT3gSaSew",22,3.9,5,2,2,"M"
"9Y5Sk4iKWv42MWhTGKAxow",3,4.67,3,0,1,"M"
"9Y6d1VakRuF9qSvfe2JfqQ",8,3.88,13,9,8,"F"
"9y7Ni5EInmU20ySEs8ymyw",16,4.25,33,17,21,"M"
"9y7RhOtaDLBOH2SJeOV9fQ",2,3,6,0,0,"M"
"9yBGy3uMFiPAeU2_FVjlbQ",1,1,0,0,0,"F"
"9YcqKqs7xFH2tMOuqoUsQA",8,4,16,6,8,"M"
"9YCRZKMWLNjq0yrIUEhi2A",2,1,5,0,0,"F"
"9yF7YndaKbxKZc6rq8Xm2A",49,4.71,52,21,26,"F"
"9yfH2b8sndVh3X9HY2SAAA",20,4.3,24,3,9,"F"
"9yFSBMrTuPIZU2z6okd90g",1,5,9,0,1,"M"
"9YKD9HiqJsBTUNqPfq7qCA",297,3.9,420,75,164,"F"
"9ykJVrLMny6RJ0v5w_v8RQ",4,3.67,0,0,0,"F"
"9Yl-u70ctQ9yw394UpP3KA",25,3.36,7,3,2,"M"
"9yLTjyi9xfz0iSaNZK_frA",12,4.08,3,1,1,"M"
"9ymlFMs2NEUXBHgH_vjrLw",8,2.25,5,1,1,"M"
"9YP6dLE5cHA_JgLxvXJmkQ",4,4.5,9,1,2,"M"
"9yqY3rqWzDpe5CA8eOVKGw",1,5,0,0,0,"F"
"9Ysj3f3tI3m5QRDxvQAIKw",109,2.99,127,64,41,"M"
"9ytkzeNALElN9yxU49Oypw",2,3,1,0,0,"M"
"9yVvC0FliNS00y3NqUVTLQ",59,3.86,71,9,31,"F"
"9yX1qVa2PJtd-yx9M5xuFg",116,3.83,73,11,26,"F"
"9yYmdZw5ehjBAVQ187kxXA",3,3,6,0,2,"F"
"9YzMT2qm-p0sb0hQ_zQ8HQ",8,4.5,6,2,0,"M"
"9yZSunXrCxmS5TitSUchww",8,3.38,7,7,3,"M"
"9Z05mtXrXJ-22PElwp1ahA",110,4.27,495,248,392,"M"
"9Z106oUlRm3dq9QrOQ5h4A",15,3.47,21,17,3,"M"
"9z4sGAL1hu9rLJhcFZR8ng",21,3.71,12,3,5,"F"
"9Z5ew1LibX4RekMA0aoLpA",21,3.48,51,4,5,"F"
"9ZbwFZhqWVwdbuYSP_FjWg",7,4.67,7,1,2,"M"
"9ZDDMgEGzFTShn2_7Btq7Q",3,5,1,0,0,"M"
"9ZDiDjfWGvclLWcL8sB9rw",28,4.11,19,9,6,"F"
"9ZDOA8v7YT8HJvYA8CYKCw",3,3.67,1,0,0,"F"
"9zDVfc4wjY2U4XSjb2CPXg",8,4.25,8,1,2,"M"
"9zeFV0CBTzcOQJ2rDKHhcw",5,1.6,10,20,3,"F"
"9ZfBk6dFW6Ap7v5-2GnviA",1,5,0,0,0,"M"
"9Zg-jvt5Rp0jDD4ZFCOnbA",3,4.33,2,0,0,"F"
"9ZkLAO2qmTnaIiGX-LJcgw",8,3.57,6,1,0,"M"
"9Zm23ZFj4rR7-fwqH1SjzA",2,5,4,3,2,"M"
"9zNHEKKwEwVOZ4xSNXN_Dw",3,4,0,0,0,"F"
"9zojQp5cEbeNuZSkTg1h2g",3,4.5,2,0,0,"F"
"9zp_JEmUScBI1lx9RuxGiA",134,3.46,200,165,110,"F"
"9zpiquCpW5U9VLRlDnppVQ",1,5,0,0,0,"F"
"9zSmDJW3NvE0FoQ0k-CPXA",26,4.5,33,5,23,"F"
"9ZSOo4-1S-Sr5n9jjIResw",2,5,1,0,0,"F"
"9zuPDV5lge3dBTtYOHYvJQ",36,3.69,25,23,16,"F"
"9ZVuM4JVscjS7K_65WkGig",5,4,2,0,0,"F"
"9ZWAR-hqA6kSaHPnBGC9hQ",2,4,2,0,0,"M"
"9zWcDT1rDz2Gr4NoMesJ1w",1,5,2,0,0,"F"
"9zx6afVX3NYLuVYzJz-XKw",24,4.17,26,6,8,"F"
"a__owtuB-iRqlAQxOAdSSQ",17,4.53,5,1,5,"M"
"A_2KohxLaGb6510GD6pNjQ",19,3.79,21,1,2,"M"
"A_4we6ySVvvtm7eyOSGu8Q",6,4.6,3,2,4,"M"
"A_6puqYOixWIs4yXdHSV4g",6,3.17,11,2,0,"M"
"A_7ZoK8AfLEuJ7e_DrjunQ",1,4,0,0,0,"F"
"a_9uEb1XN9r7yLWR3GlRxw",1,5,0,0,0,"M"
"A_9vlVlCtlAcVL9dxR-jXg",2,1,1,0,0,"M"
"a_Dfji6Kkmjh9tg5l0gNIA",1,5,2,0,0,"F"
"A_GyWgzBDp1WtL5vatQgig",2,1.5,0,0,0,"F"
"A_iGslWWqPkAsuQTCeAsVQ",6,3.8,24,4,4,"F"
"A_iuvYtP7JfMRHENvQm22A",2,1,3,1,0,"M"
"a_J5onaA9AN5EqWHnYTwYQ",3,5,1,0,0,"F"
"A_O8wZOsMTPwyeYA4-Rsow",265,3.17,941,589,667,"M"
"a_oxvsxo8n0c4V4CQuDzrA",6,4.8,9,0,5,"F"
"a_qu0qZlYNmzCbwXvEY6QA",4,5,2,0,1,"M"
"a_raVbErFAEx848zV-pgkQ",96,3.42,92,15,16,"F"
"A_SciejJ6HXfWCoGntXGAQ",1,5,1,0,0,"F"
"A_tQ_ra-SII34YI91EPDpA",1,4,1,0,0,"M"
"a_UGd-H5LZcbEgOLI_94GQ",1,5,2,1,1,"F"
"a_V8LRfMxGvpGtTwR2olrg",12,3.73,3,0,0,"M"
"A_WgDE70zotTnwYlER6uEw",305,3.71,510,206,213,"M"
"A_XOVgxzIpfcFawQm4irZg",2,4.5,1,0,0,"M"
"a--Kh_VbDRo8a5COaeStYg",7,4.29,12,8,12,"F"
"A-5dC4TRdKWAK5OyhQmOuA",5,3.8,1,1,2,"F"
"A-bgJ4pbMs34ZVzgNbitJg",7,3.2,24,1,4,"F"
"a-Bz_zYUR9KjIODPNQnMPg",2,5,1,0,0,"F"
"a-Cv7OmGh_dPqawBKQAXmw",2,1,12,8,8,"M"
"A-D1tG2sx5lP0KIRhvO1kw",46,3.84,32,8,5,"F"
"A-dL97sqkUd-DC-In3ltfw",4,5,1,0,0,"M"
"a-DyVvM6D-g6h-T3leXy8w",11,4.64,5,0,1,"M"
"A-enoOTuU_27tEZ6qes-9A",2,4.5,1,0,1,"F"
"A-fuMPN-qH_TU-hGafTh7g",226,4.06,233,114,140,"F"
"A-LgzyqlBw1XRJGuR6XhfA",1,5,0,1,1,"M"
"a-MN4ZLMdVr-sC01LpcR5w",22,3.68,14,1,4,"M"
"A-N7nJbS9ik1eq8bm153Nw",3,4,1,0,0,"M"
"A-NqsBF27E5x-Q8ryUCUwA",1,5,0,0,0,"F"
"a-QN2sICX7MkSLN6kPacJQ",11,3.64,13,1,0,"M"
"a-qqw3p_3N5K2nEOf-O36A",5,3,13,1,4,"F"
"A-UGDN4whAQjKCEB1VeZng",39,3.44,22,0,7,"F"
"a-vav3L6vxEfH5pjuTRbkA",1,1,4,0,2,"F"
"a-VGrj5Ic6fBKOkgcy7P4g",47,4.28,57,10,17,"F"
"a-vyJceQW35_fcI9rQSBkQ",16,3.94,4,1,1,"M"
"A-w9BwZHo9kFYXHfGK7_cA",29,2.79,32,6,5,"M"
"A-X8mZHmZOfcr8IVEowaOw",62,3.68,51,9,17,"M"
"A-YheCAEJ9n4KsoABf82Og",13,4.08,5,2,1,"F"
"a043lbXTmQdJEDY4dqLZcA",6,4.2,5,1,2,"M"
"A07fkHbdG244_OC74q0xFw",3,5,2,0,1,"F"
"a09ENYogqRn0sQ8J2D_rng",12,4.45,6,1,0,"M"
"A09jlQxA92j0SSUAXkBLyQ",5,5,2,0,2,"M"
"A0BON2iBTI33-xk4kYAkyQ",8,4.25,14,1,3,"M"
"a0eU2dOWqCC4WdfhHOeZFg",9,4.56,12,1,2,"F"
"A0GPSpsmb5njCVUeQTsNTw",10,3,12,2,1,"F"
"a0lwNc96ygx_HdOdEBc4ew",1,5,0,0,0,"F"
"A0O7UHxcCJJXIYJDBGT_hQ",88,3.25,114,44,67,"M"
"a0pG_Dl4sKb3yNps7I_hMQ",184,3.91,128,26,121,"F"
"a0puOSPS3NmjspU2dLZm9A",32,3.72,21,7,6,"F"
"A0r6dCcT1UZJcEkdYs4H_Q",29,4.07,49,23,32,"M"
"a0RiZYfyQJOmjLm-qAAtNg",1,4,0,0,0,"M"
"a0WJpUwyXc7njdNQrv2ppQ",15,3.2,20,5,6,"M"
"a0XibHLbAzXCnWkSnrfgzQ",57,3.96,68,10,18,"F"
"A0y-ani7THDFXYIMf-9_lA",6,3.83,5,4,4,"M"
"A12Tb-GcLXnt9ch6oOCaAw",1,5,0,0,0,"F"
"A14yv4MakvyaNUv3-LQeYg",44,3.16,75,13,11,"F"
"a187bUNv5SBJrrZGzlCvLw",2,5,0,0,0,"M"
"A1ALFvwPDJ2NTD1XlIbGAA",2,2,0,0,0,"M"
"a1BubBSy5yyAkPUzJR47dw",8,3.5,8,1,2,"M"
"a1DUUGOKHbjuoL_Z90AnuQ",806,3.33,1905,701,894,"M"
"a1G_KMD3o42LyIf1icnHBA",27,4,52,1,5,"F"
"a1glxton3MQfKW0XE5BzVQ",1,5,0,0,0,"F"
"A1HTpblemJwiE0FEwsxi9Q",2,2.5,1,0,0,"M"
"A1KQ0GUbG6o6OAV4p-2_2w",36,4.33,60,6,37,"M"
"A1kucPFrQbpZaVG6X0XsTw",5,5,7,3,3,"M"
"a1MxESOvU1LZ147LoRkFMQ",5,3,3,2,0,"M"
"A1nRqQU7tp1BMSfogbdkmg",17,3,36,2,2,"F"
"a1nWywtyYJnTRPIk7nRo8w",1,5,2,1,1,"F"
"A1qgezk71sK0GDYtymvgNQ",5,4.8,2,0,0,"F"
"A1ULwMiW7tjyXR77bXj6dQ",1,5,1,0,0,"M"
"a1upzRh-gyn1e4hPOSpCOw",2,5,1,0,0,"F"
"A1v2M5LWbU_Gt4ZyznjBcA",39,3.95,50,12,9,"F"
"A1VEol7tMAHq2zIl07uE8A",25,3.68,21,8,4,"M"
"a1WczdQDbTg5ly0EJUIN8g",91,4.03,148,42,88,"M"
"A1wT-uCePKnV4SJJVHfcgA",14,3,15,2,2,"F"
"a1Xz1w2ItmJHONK9a6d_aw",4,3.25,0,0,0,"M"
"A1yGtQzSfctsJJE1lyPbDQ",526,3.64,662,293,213,"F"
"a21CBPYMAzJt95qh7Y4fMQ",11,2.9,15,3,3,"M"
"a21Hi7I1AabvTDlXja1atQ",2,4.5,2,0,0,"M"
"a23OeUf_P_GkGcpw0R3qzQ",7,3.14,12,3,0,"F"
"a29rtXd3YhwZQBnU8VzgCg",2,5,0,0,0,"M"
"A2cCX1tqsEuoirCd33Beaw",2,4,1,1,0,"F"
"A2Dc9kGePRBWQMdO9w4ZKg",21,3.19,27,5,5,"F"
"a2Eczq8Hi0iN2cNFC7xRSw",2,1,3,0,0,"M"
"A2FF3rbujS4O760_400DVQ",11,4.27,9,1,4,"F"
"a2GMr8hoB1M4cYK6K_RnFw",18,4.22,18,10,11,"F"
"a2hAe2Nv0z7PTOE8JRaaqA",77,3.82,23,3,7,"M"
"a2iePKEff34WbpgYrPQbew",33,3.15,17,2,4,"M"
"a2IPd69NrVGvzUYzNNseCg",5,2.4,5,3,1,"M"
"A2IyLF4oQ22eEe_Qx80vLA",230,3.75,176,48,38,"F"
"a2KLTknquBFq3HFHMJBEaQ",3,3.33,3,0,1,"F"
"A2L6IB5NMyViHtCmpP9Nkw",481,3.37,932,431,660,"M"
"a2nz1flaGj1bWlXoie8Q_Q",6,4.4,5,0,1,"M"
"A2t-e1fPBCGp62_MuUXM7A",363,4.01,443,96,337,"F"
"A2t3ycQz0oZO1yAPD8UiDw",13,3.69,18,0,1,"F"
"a2yYBmJxshUSJyDOqio5cg",58,3.52,78,24,23,"M"
"a3_fl_xlFaAx6BTZLYhGgA",1,1,0,0,0,"F"
"a37j8KTozUX4wYEjiZOfaw",1,4,3,0,0,"F"
"a3AySLeRr2KKqJ009XFvAw",5,4,1,1,0,"M"
"A3bmmD3CQswrjkVRoMaG0A",51,3.9,89,47,41,"F"
"a3iLIo0DtB9h0YqVrXEenw",1,5,0,0,0,"M"
"A3jj7qoDEhu295hYNFP_Pg",44,3.64,114,91,57,"M"
"a3JwAiTrNROfxLHuDRUTdg",72,3.92,140,39,45,"M"
"A3mpjzazkSDkua4cPSayYA",254,4,525,346,398,"M"
"A3o21rNn5j6G60nxdDtkKw",28,3.5,54,60,26,"M"
"A3PEy6o-lQ-kRX3PXJo3hQ",16,4.12,26,17,15,"F"
"a3qD7KcSmCwFMNRhf4F72Q",19,4.11,13,0,1,"F"
"A3r8QWYpddabr6ug8s_IwA",16,3.17,13,5,2,"F"
"A3rVURmKXK41bJVkleOmKw",3,4.67,4,0,0,"F"
"A3swvFIi8gPDq2Aj8al5qw",4,3.67,0,0,0,"F"
"a3TmhiT7QRmz9LKEr289dg",6,3.67,4,0,0,"F"
"A3YQsgc0ELrPIEqE78glmA",6,4.17,4,0,0,"M"
"a40y73eYSYpGd0RRHQEB0A",6,3.2,7,7,1,"F"
"a41o8pFnhDgmhP8mnN4HwQ",2,4,3,0,4,"F"
"a44VyUc07YjK0BtQtQghLA",1,5,1,1,1,"M"
"A473Fj0-3Hj7XW6eGxyAig",196,3.52,453,199,284,"F"
"A49G25QA2D_wOco4x3T5eA",1,5,0,0,0,"M"
"a4CwDGgd1xFmaVYx_1qrbg",1,4,0,0,0,"F"
"A4HPtjXMI7Rs7tUJxFjCUw",10,2.3,17,5,5,"F"
"A4jRKbv3E2WbLOCf7-QEWg",2,5,1,1,0,"F"
"a4kpS5_0sggMm8l9Ok6VHw",7,3.29,20,1,0,"M"
"A4KzD8gwSlvJGvz7kSdCKQ",15,3.33,14,2,2,"M"
"a4LJJU26cSE7k12-0sEw0Q",87,3.51,108,21,36,"M"
"A4OSs01clCb6WttuHET-tw",8,4,2,1,3,"M"
"a4pesgW4mzmrka1KEMUNkQ",7,3.86,2,0,0,"M"
"a4pWOV5l79M11lxLU_z8Fw",2,4,1,0,0,"F"
"a4pZ4AWp3SgzbLOyQ3AMLg",17,3.12,14,1,3,"M"
"A4Q3HyUIPTIluzKTSWGgOw",3,3.5,5,0,1,"F"
"a4X6YbNysDFFEVxa0ms8hQ",1,5,0,0,0,"F"
"A4XAL9cbPXQuKRT2luYI5g",22,2.68,23,8,7,"M"
"A5-_V5WIK49ucJ3130x1YA",1,4,4,4,4,"M"
"A506MkRWsjLBFVi7to8X7A",10,3.1,2,1,1,"F"
"a58D196J4BxujUnO2-7_bA",9,4.89,10,3,2,"M"
"a591WGbzq8ubkoUfbyTi-g",1,5,2,0,0,"M"
"A5cq0_cL66nzt4E0Iady3A",7,3.57,21,15,13,"F"
"a5dC5fh1ksdxgREhCMRUjw",4,5,4,0,1,"M"
"A5F9zy93GyfUrnfTvfY_Lg",30,3.87,7,2,2,"F"
"A5fchhJJApnDP8AqHLndqQ",2,2.5,3,0,0,"F"
"A5glMhF_ZsjYi2OWCGI5nA",4,5,3,0,0,"M"
"A5KB1Q2iobpf8GlwXpBRYA",26,3.62,41,8,25,"F"
"a5kDCrf8lvX19EHrqPmAog",23,4.17,67,42,64,"M"
"a5PCOFgEkDs6oyrByIJWdQ",2,3,1,0,0,"M"
"a5PEQctEeXiRKPAs1BS-yA",7,3.14,19,4,1,"M"
"a5q6s4Lm5LpXb7662LDccA",18,3.33,9,20,2,"M"
"a5ScdtZGWoHZX5TmyGBTdw",20,3.4,6,3,2,"F"
"a5t40JYMQUY-rccT5-HQHQ",59,3.5,32,11,16,"M"
"a5Tu7TMtht2zod-8CFd5oA",73,3.5,80,77,32,"M"
"A5U1UYSOM1qzERVr2IsCwQ",2,5,0,0,0,"F"
"A5VxEy7xmGCvE531dpC0bQ",1,5,2,0,0,"M"
"A5Zz-aKBRyqtDnkAsgvDwA",6,4.83,6,0,1,"F"
"A612tchdDPeQCYAX9NMkeg",5,4.8,13,1,2,"M"
"A68Na7akDRtXoKCWGfzbsg",1,5,2,0,0,"F"
"A6bvZcQnSSLswDptnhf7bQ",13,3.46,70,70,55,"F"
"A6CQFZCXLxkxiuXlimB0zw",5,3.6,7,0,3,"F"
"a6EFSliKhqV0EJv4Rpb1SA",8,4.57,7,2,8,"M"
"a6oX91BwD3pAc0foGbNlXg",7,3.57,0,0,0,"M"
"a6QcO2OYAx_VHB6JbUGBeg",1,1,0,0,0,"F"
"A6QRTCKvyplV-NBC9L_SDg",18,3.33,24,12,6,"F"
"A6qXOC0Eec0XBReCP94Mwg",7,4.43,8,3,3,"M"
"a6rBJ_gXM4796xcKDe7X9w",1,2,0,0,0,"F"
"a6RdPFIw670HqKyAQi6flg",2,2.5,3,0,0,"M"
"a6THBNxpztmTN06IvOQmww",164,4.34,191,139,137,"F"
"A6vydtxRka2VVdGU8l2_Lw",27,3.59,24,3,1,"F"
"a6YIFHmzd5Ej1Vrb2EGKKg",60,4.05,90,29,38,"F"
"a6Z4Crg4sPkyvdcS07G7dg",12,3.08,7,1,4,"F"
"A706fiQ5Z4uydScSSsQhaQ",7,4.14,5,3,3,"M"
"a71vZpoa04LwjuO44yi6JQ",1,1,0,0,0,"M"
"a77lblXClC1eyUmlNpmjhw",2,2,0,0,0,"M"
"A78fXFF_cnAhWfPqzaWfrw",2,3,2,0,0,"M"
"A7B8l4bO15tVkpD-5TD2zQ",75,4.03,75,19,24,"F"
"a7CfHv7OodtEHSM85JdLSQ",2,5,1,0,0,"M"
"A7DmcDwQsI5b-bHyEbCe6g",1,1,1,2,1,"M"
"a7du1upHK1vpM6Em8oV20w",14,3.64,11,3,5,"M"
"a7EgiKhKJZ62KkkapSN35g",148,4.07,108,42,48,"M"
"a7ElVOGzoVQIvev5h2pkWQ",1,2,0,0,0,"M"
"a7hUUuAo8RTqBnECRKpFZA",143,3.84,157,31,37,"M"
"a7ih1A46SlSudhtKjR2GIQ",1,1,2,0,1,"F"
"A7ITgZjMLO3u2r-P3kKuiQ",21,4.05,8,0,3,"M"
"a7LwaUIfE3Cvf4SzB_uJ2A",6,3,7,0,0,"M"
"a7MV9tR_OmtN6A8XEyz58w",29,3.55,22,1,7,"F"
"A7p8fnVMFQ5GuMY2Szb81g",17,3.93,2,3,2,"F"
"A7PZi-BFQBgnIAtubnn9eg",5,3.2,10,2,3,"M"
"A7q0D5K9DLN47e284rAYGg",4,2.5,14,3,3,"M"
"A7qMN0kifdU9iXH_-5xHRQ",41,3.59,60,8,11,"F"
"A7v8TX0r0OziLD5u8p6wgQ",5,4.75,8,2,5,"M"
