"businessid","cat109","cat363","cat361","cat366","cat344","cat33","city","cat501","cat444","cat404","cat259","cat246","cat79","open","cat221","cat314","cat104","state","latitude","longitude","bstars","breviewcnt","wday1","wday2","wday3","wday4","wday5","wend1","wend2","wend3","wend4","wend5"
"CYMG5AsrhkhUPro2c6NSUA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4722161,-111.987716,3,5,0,1,0,0,2,0,1,0,0,1
"CYsfoFgvCyndNNnCn3NH_A","f","f","f","t","f","f","El Mirage","f","f","f","f","f","f","t","f","f","f","AZ",33.601047,-112.319179,4.5,5,4,4,4,4,4,4,4,4,4,4
"cYvfynvj9arUMgjUuGxExg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.55213,-112.057981,4.5,9,0,4,9,11,2,0,2,4,1,3
"cyxnQ6EocFbAENe7nRwx4Q","t","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.5806052,-112.2683946,4,7,0,4,1,4,1,0,4,3,0,0
"Cz0McL5lUaihqOIw0_Yo7w","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.639241,-111.881719,3.5,105,1,22,12,8,2,0,9,6,2,1
"CZBYYCb4xBwNlSIYNc6Eiw","f","f","f","f","f","f","Apache Junction","f","f","f","f","f","f","t","f","f","f","AZ",33.4614054,-111.4857451,5,8,0,3,3,1,0,0,1,2,0,1
"CZCDusV1kumHM7cO8CFqBQ","f","f","f","f","f","f","Glendale","f","f","f","f","t","f","t","f","f","f","AZ",33.5820809,-112.1532251,3.5,3,0,0,0,0,2,0,0,0,0,1
"czOxS1z2MGzPXNP3W1d0Yw","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4951703,-111.9234034,3.5,18,4,6,5,6,9,1,1,0,1,4
"cZQAS9sdTBaME7zh49cyDQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.346843,-111.958297,3.5,4,1,4,3,1,5,0,0,1,1,1
"d_8bMNQd0mesbEUeq1U2kQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3044612,-111.9945753,4,47,0,1,14,7,14,0,0,4,3,5
"d_B84CIeaUE-UbN41_txdQ","f","f","f","f","f","f","Peoria","f","f","f","t","f","f","t","f","f","f","AZ",33.630552,-112.23811,2,3,4,4,4,4,4,4,4,4,4,4
"D_dR8uUXQ_8xuUDkmnisCQ","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4908904484577,-111.670638696847,3.5,5,0,0,0,2,0,0,0,0,1,0
"d_f2yIJ8mkRXD_BnQ-yA7A","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.4516709,-111.747846,4.5,5,0,3,2,3,5,0,1,0,4,1
"d_I2nyM2Wlc_g6aWTdAkIQ","t","f","f","f","f","f","Buckeye","f","f","f","f","f","f","t","f","f","f","AZ",33.372032,-112.57475,4,5,4,4,4,4,4,4,4,4,4,4
"d_PpdEoa0ZR46ShX4mfdSg","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6789,-111.93753,4,4,0,1,4,7,0,0,1,0,2,1
"d_PxwGvQz9dQ3kHrLK-zAA","f","f","f","f","f","f","Glendale","f","f","t","f","f","f","t","f","f","f","AZ",33.5827841,-112.1686878,4,5,4,4,4,4,4,4,4,4,4,4
"D_vNewqgK7XIdoxVhAvRow","f","f","f","f","f","t","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3937849,-111.7352521,2,3,4,4,4,4,4,4,4,4,4,4
"D_VXbq6sCuqXuBbdPo9zpA","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.498028,-111.927951,3,28,1,1,13,0,3,3,1,1,0,0
"D-4CJpsKDji6TYHq5A6UYA","f","t","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2482807,-111.8644958,4,5,1,0,1,2,0,0,0,0,1,0
"d-EaGpwrCuJ_-Ubme9rC7A","f","f","f","f","f","f","Mesa","f","f","f","t","f","f","t","f","f","f","AZ",33.450788,-111.8047274,4,3,1,14,18,14,21,1,3,8,6,6
"D-v8rgO9NJBz6hC_ZwHvOw","f","t","f","f","f","f","Queen Creek","f","f","f","f","f","f","t","f","f","f","AZ",33.248218,-111.647354,3.5,3,4,4,4,4,4,4,4,4,4,4
"d-wxvpytpGuvSp8w1M4FzA","f","f","f","t","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.466844,-111.910314,3.5,15,0,15,12,12,13,0,8,8,6,3
"d-YNxMKL6ZhkiRhfUPxKHg","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.6210689,-111.8977491,3.5,17,0,0,6,1,10,0,0,1,1,0
"D09yG6Z3gcsh24Qn7Y4gYA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4657117,-112.0657286,3,44,0,9,12,6,5,0,1,3,1,1
"D0IB17N66FiyYDCzTlAI4A","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.407098,-111.874932,4,5,0,2,7,2,1,0,1,2,1,1
"D0imBXgnXCiSdn822_uguA","f","t","f","f","f","f","Gold Canyon","f","f","f","f","f","f","t","f","f","f","AZ",33.356796,-111.453531,3.5,3,4,4,4,4,4,4,4,4,4,4
"d0JDQRtE8YQduEm_IAVtnw","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.362569,-111.9297865,3.5,4,0,1,3,3,1,0,2,1,1,0
"D0K0F0RREGO8LeW16IlZlQ","f","f","f","f","f","t","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.378116,-111.756758,5,3,4,4,4,4,4,4,4,4,4,4
"D0tHnskAgaRjCBdoXVev_g","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.407368,-111.9455692,4,9,0,3,10,6,7,0,0,2,1,3
"D0WE1MX08WW-kXifDGifkA","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.322376,-111.911819,4.5,7,0,0,1,1,2,0,0,0,0,0
"D0yhODS_OzXSI0W4tQoqdQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.5248915,-112.0476381,4.5,46,0,1,7,4,4,0,0,2,0,0
"D1T1jtCfTfXD-cQE3QViow","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5016589,-112.04725,4,126,2,23,14,1,1,0,10,6,0,0
"D1yvWQGnKam_zu_2BZLUVQ","f","f","t","f","f","f","Apache Junction","f","f","f","f","f","f","t","f","f","f","AZ",33.3850204,-111.5299012,5,4,0,2,1,0,2,0,0,1,0,0
"d2AeNB4xw67E1Bzpo1Pm7Q","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4541453,-112.0827178,4,28,1,5,10,0,1,0,1,3,0,0
"d2CqQ7OZ5m1XtcuPAnMhpg","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3117467,-111.9169283,2,4,4,4,4,4,4,4,4,4,4,4
"D2Df5ViPfUCcKWsfCzSWCw","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4787939,-111.9259092,3.5,15,0,2,6,6,3,0,1,1,2,0
"D2hBJ_k4YqP1gIrjDlVRIA","f","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","t","f","f","AZ",33.710671,-112.202473,4.5,3,2,2,3,3,0,1,1,0,2,0
"D2irSfSyHdZlsLpvflmFYA","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.567556,-112.1539593,2.5,9,0,0,1,3,4,0,0,1,0,1
"D2WAqCvus0s8O0R2LuhCrA","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.335243,-111.8565205,3.5,4,0,0,5,2,0,0,0,0,1,1
"D312YvSd7vyD97Sv6zgjWQ","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.6233085401051,-111.930648999449,4,6,4,4,4,4,4,4,4,4,4,4
"d3MxUXS1b6U2P_gGuCO1-A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.455863,-112.072167,4,251,2,2,4,7,28,2,0,2,4,9
"d4-PiJfqs-_ChKyWuoa0_Q","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.33652,-111.876964,4.5,4,4,4,4,4,4,4,4,4,4,4
"d46lb8HkDXYfKSmYyyMqJg","f","t","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","t","t","AZ",33.233122,-111.850915,5,6,4,4,4,4,4,4,4,4,4,4
"d47eCbPAEWha4KHmjMB_Ew","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.639532,-112.202369,3.5,4,0,0,0,1,1,0,1,2,1,0
"d4ecQNQTYDW5nH6r8z4tcg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4483771,-112.0740373,4.5,3,4,4,4,4,4,4,4,4,4,4
"d4GSh1BalxvQCU7zLe6Lzw","f","f","f","f","f","f","Surprise","f","f","f","t","f","f","t","f","f","f","AZ",33.640165,-112.395175,3.5,6,3,3,8,11,23,1,1,4,4,8
"d4SBAjHQ6jCfd8mqjF4jQA","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.5056116,-112.0475272,3.5,3,0,2,1,0,3,1,0,0,0,0
"d52zg-S0o940WUCK-nNiKw","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4315119,-112.0561119,4,259,0,18,20,14,5,0,3,4,2,2
"D5xdl1REXFeix3y1u-nXLw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4944525,-112.0390663,4.5,3,4,4,4,4,4,4,4,4,4,4
"d633ssiPu4AWyVvTkpw0ag","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4588791,-112.0737935,4.5,3,0,2,5,5,9,0,2,2,3,1
"d6CUe9LjkFFqYtt7WuW5Lg","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3845874,-111.8057823,3.5,29,0,0,7,6,8,0,0,5,5,4
"d7_jkx0VPx3uHsUl18iHMQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.369969,-111.944758,5,19,1,0,0,2,2,0,0,1,2,0
"d73gYu52C-Wt24RAGUy9Ow","f","f","f","f","f","t","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4168391,-111.9261446,4,6,0,2,3,1,0,0,0,0,0,0
"d7AGrZaeU6eHsdS_V1RcAw","f","f","f","f","f","f","Phoenix","t","f","f","f","t","t","t","f","f","f","AZ",33.6252749,-112.1314489,1.5,3,4,4,4,4,4,4,4,4,4,4
"D7FD6pRaSlP8cAdnGtUXaQ","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4225305,-111.7984172,4,3,4,4,4,4,4,4,4,4,4,4
"D7hnZ397ZTxWqx6EvpAO9Q","f","t","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3637562,-111.9100616,4.5,35,4,10,13,11,13,2,6,4,5,4
"D7LmOcHWgGLmY7bPrc4H7g","f","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.623863,-112.358554,4,3,1,7,1,7,7,0,1,3,1,2
"D7uAJToqGk1hQxfZDO5ijg","t","f","f","f","t","f","Phoenix","f","f","f","f","t","t","t","f","f","f","AZ",33.4531351,-111.9893905,3.5,6,1,2,1,4,3,0,2,2,2,1
"d7V3ykQHqChv0KtXEanKLw","t","f","f","f","t","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.678615,-111.9746066,3,60,0,2,17,11,25,0,1,6,6,7
"d83_qJwcOYOojQsapu1Z4A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","f","f","f","f","AZ",33.626933,-112.100731,4,41,0,18,3,0,0,0,6,3,0,0
"d87fxJ47AzTlREZCnUmaFA","t","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.613057,-112.167585,5,10,0,4,4,1,0,0,3,1,0,0
"d8TYUlRl_YSlZo74qy9hXw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5984252,-112.0131622,3.5,4,0,0,1,0,1,0,0,0,1,0
"D8zX_x3yO1xDHdIt3p6qMQ","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","f","f","f","f","AZ",33.5025941,-111.9296765,4.5,4,0,0,1,2,0,0,1,2,1,0
"d9_yIveVkW7EryyVensD8w","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.49389,-112.236894,4,3,0,1,0,1,0,0,0,1,1,0
"d90IW8fB5dKxhvr6H3uKbQ","f","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.375005,-111.7896091,3.5,5,4,4,4,4,4,4,4,4,4,4
"D9R9T49gZGAN5PFvWZwksA","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.421385,-111.893092,2.5,3,4,4,4,4,4,4,4,4,4,4
"d9rN62lwZ_uZ6LfXBjcMqw","f","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.351854,-111.829865,3.5,3,0,3,0,1,3,0,4,3,2,1
"da4sxvGynhpDOGiBtbMYxA","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.50959,-112.129898,3.5,6,0,16,16,6,6,0,5,3,3,0
"dA64XqxzgKiDx_PA-V30HQ","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.678615,-111.9746066,3,3,4,4,4,4,4,4,4,4,4,4
"DA6BONQOMf1aIaAKKatvgw","f","f","f","t","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4960541,-111.9213385,3,4,18,22,20,15,30,9,10,8,6,12
"DAAEXhSScuMAPKbZlY17LQ","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","f","f","f","f","AZ",33.2467202,-111.8408778,2.5,5,4,4,4,4,4,4,4,4,4,4
"daComt_TaMsSan7bI9pPcA","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","t","f","f","AZ",33.318767,-111.943635,4.5,5,4,4,4,4,4,4,4,4,4,4
"DacThWipWrC-vx0jIelNGw","t","f","f","f","f","f","Gilbert","f","f","f","f","f","f","t","f","f","f","AZ",33.306176258386,-111.720842568395,4,31,2,2,11,12,17,0,0,3,6,6
"DAiOZrqXvO8C-9a4q5L8NQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4426352,-111.9265732,4,10,0,6,12,9,4,0,2,5,3,1
"dAJC97pUsxa1SucwFQE07A","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.678615,-111.9746066,3,42,1,10,16,13,22,0,5,7,6,8
"dajwInsYeaIsRLY6vd6Zzw","t","f","f","f","f","f","Surprise","f","f","f","f","f","f","t","f","f","f","AZ",33.641067,-112.354157,3,3,2,0,6,3,11,1,0,0,0,2
"dALQVAx5qdF3F-JzT32ELg","t","f","f","f","f","f","Chandler","f","f","f","t","f","f","t","f","f","f","AZ",33.3368946,-111.8764075,3.5,9,0,1,7,4,2,0,0,1,1,0
"DAOoaurZxekzu5ZrYAT8gA","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4293335,-111.9090364,4.5,18,0,4,8,9,11,1,1,7,5,1
"daOSvCOeKfaUvzwZ0q_fBA","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4483771,-112.0740373,5,5,4,4,4,4,4,4,4,4,4,4
"DaQJ7ykf8MkEWrIYA_9J7Q","f","f","f","f","f","t","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.3791269,-111.977079,3,3,0,0,2,0,0,0,0,0,1,0
"daRU7H7lpbJ2xe3AO-21Aw","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.510317,-112.080548,2,13,0,1,0,0,4,1,0,2,1,0
"DaTYEiYkO-ioG9ZyJrCxpQ","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.4657117,-112.0657286,3.5,5,5,22,16,7,1,2,8,5,4,1
"DaX21p1qpA1tL6vFpfR6Bw","f","f","f","f","f","f","Glendale","f","f","f","t","f","f","t","f","f","f","AZ",33.6107485,-112.1851232,3,6,0,2,3,3,3,0,2,3,0,1
"daybz5OrNiTuCrLv_ukYzg","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","f","f","f","f","AZ",33.5990432,-111.9812072,3.5,3,4,4,4,4,4,4,4,4,4,4
"dB8_d0PBw2XH3jpbI19zTg","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.316807,-111.971525,2,3,4,4,4,4,4,4,4,4,4,4
"dbh72sNyNeHUgJqQye9Vbg","t","f","f","f","t","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.3940717,-111.8729639,3.5,22,4,7,4,4,9,2,2,3,0,6
"DbI6ezKctN4Z5SV7LvG4Sg","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.583796,-111.834316,4.5,17,1,5,9,10,14,0,4,6,4,3
"dBMd0f09nJCHURtmGHQPIQ","t","f","f","f","f","f","Chandler","f","f","f","f","f","f","f","f","f","f","AZ",33.314,-111.8412128,4.5,4,4,4,4,4,4,4,4,4,4,4
"DBoebGeuz91QAP3tSFYs6w","t","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.379624,-111.755389,4,41,0,5,16,4,5,0,0,4,4,2
"dBpi9I3JKQei2elBHYHUTQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.6398294972148,-112.070910930634,4,3,0,1,6,4,2,0,1,3,0,2
"dbSYJm4fW4LimtmvRgPfBg","f","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.6100147,-112.2399861,4.5,4,0,3,1,1,0,0,0,0,1,2
"dbXi2Ebw8y8W2qBtbDHXxQ","f","f","f","f","f","t","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.308292,-111.858594,5,4,4,4,4,4,4,4,4,4,4,4
"dBYmZ_HzQg61iZ7oeSHPiQ","f","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.524841,-112.103641,3.5,3,4,4,4,4,4,4,4,4,4,4
"dC6rDLGRoch_DOZk5kLkWw","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.379553,-111.929601,3.5,54,2,17,20,15,19,0,7,8,6,11
"DC77ROlgfnpxQNFKQbbpnw","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4789794,-112.0029752,3.5,19,0,19,18,14,16,1,7,8,5,7
"dcd3C1gWv-vVdQ9XYV8Ubw","t","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.4938414,-111.9268138,4,287,1,6,19,14,23,1,1,8,5,9
"dCjIsHdc-IoOmfMt7qqZJA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.494229,-112.173696,2.5,5,4,4,4,4,4,4,4,4,4,4
"DcML-4f7oib19ed67Ruv6w","f","f","f","f","f","f","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.2958475,-111.9001755,4,10,1,11,19,14,21,0,6,8,6,7
"dcoYWEAfQhOlmQPFqgAJow","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5785036,-111.925938,5,3,4,4,4,4,4,4,4,4,4,4
"DcrM4hwDcU2G6vuh2cnaYQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5100097,-112.0152845,4,269,1,2,14,10,23,1,0,2,3,7
"Dcs_jLOlNXd96LarVInFgg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5092558,-112.1340331,3.5,5,0,2,5,1,1,0,1,0,1,0
"dcv4ZNdur0Ag7jZvPOlcrQ","f","f","f","f","f","f","Mesa","f","f","t","f","f","f","t","f","f","f","AZ",33.392609,-111.677616,5,4,0,4,4,3,3,0,1,3,3,0
"DCzXK6bKbX-4VbJNKRQqEQ","f","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","t","f","f","AZ",33.3633606,-111.9112219,1,5,4,4,4,4,4,4,4,4,4,4
"dD2xiLM1_5Vg0pMvMIPZww","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.320748,-111.991549,2,6,0,0,5,2,4,0,0,2,1,0
"DDg0jSO9C8_FdOIcEq4dDg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.5066696,-111.9939817,5,4,4,4,4,4,4,4,4,4,4,4
"DDnmNTvIIQu2t3WZ2EQx-w","t","f","f","f","t","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.538748,-112.064759,4,139,0,6,19,12,19,0,1,6,6,6
"Ddsln32r-uA7hq_0ksaNZA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4947892,-112.0328797,3.5,19,3,7,10,4,9,1,3,4,2,3
"ddtUYvKrKNcM070m4c3lKA","t","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.640098,-111.980572,2.5,3,0,1,9,4,8,0,0,2,2,1
"DdVbzqR0z3NisbPupv4IJw","f","f","f","f","f","f","Peoria","f","f","f","t","f","f","t","f","f","f","AZ",33.680194,-112.239288,3.5,3,3,10,9,8,19,1,4,5,5,7
"De5urGVv1kkiKVJ9bvlQ6w","f","f","f","f","f","f","Scottsdale","f","f","f","t","f","f","t","f","f","f","AZ",33.4945846,-111.9321964,5,4,0,2,7,11,7,1,2,3,2,7
"DE8UVNCCpOE0vTAbGaMoeQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.56721,-112.133347,4.5,57,0,3,14,6,1,0,0,3,0,0
"DeAnVirgOxQnI36V1W158A","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.4803943,-112.0491027,4,63,0,3,9,9,10,0,0,4,0,3
"dec2TzjQ1skgmugHKJyLwQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.5820359,-112.1207132,4,27,3,10,18,8,25,1,3,7,5,11
"DEj-fw0N2bHI0pOEUb8LQg","f","f","t","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.378507,-111.841939,4,5,0,3,3,3,2,0,1,1,1,0
"demKE9o-SJgEspJ6k8lTCw","f","f","t","f","f","f","Mesa","f","t","f","f","f","f","t","f","f","f","AZ",33.3813867,-111.8188949,5,5,4,4,4,4,4,4,4,4,4,4
"DenHJrZ-jIZWsy1_PeAG9g","f","f","f","f","f","f","Phoenix","f","f","f","t","t","t","f","f","f","f","AZ",33.680444,-112.07628,3.5,8,4,4,4,4,4,4,4,4,4,4
"DENQD7OTKne29w4KCSoQ1g","f","f","f","f","f","f","Maricopa","f","f","f","t","f","f","t","f","f","f","AZ",32.97846,-112.04232,3,5,1,4,6,5,4,0,0,2,2,2
"DeQYrkqtcglnJXhlOwOWDA","f","f","f","f","f","f","Buckeye","f","f","f","t","f","f","t","f","f","f","AZ",33.4574697,-112.5565867,4,4,4,4,4,4,4,4,4,4,4,4
"DEr2k9GGyhF2LOU1iDl7Bw","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.378519,-111.8908789,4.5,5,0,3,1,1,0,0,1,0,0,0
"DerMAlq9JZbqMuD0ZwbaSg","f","f","f","f","f","f","Phoenix","f","f","f","t","f","f","t","f","f","f","AZ",33.611582,-111.998514,4,9,0,3,1,1,0,1,4,0,1,0
"dewnPfAHpQzFqI5g7wVG-A","f","f","t","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.611443,-112.112471,3,4,4,4,4,4,4,4,4,4,4,4
"dewq6aevfoNFvJBqM7PG5A","f","f","f","f","f","f","Tempe","f","f","f","t","f","f","t","f","f","f","AZ",33.3947699,-111.9088938,3.5,77,1,22,19,14,22,0,6,8,6,9
"dF6Ryjm5TV2J6eXBd9RBZg","f","f","f","f","f","f","Avondale","f","f","f","t","f","f","t","f","f","f","AZ",33.4646918,-112.2795863,2,8,1,0,1,3,5,1,1,2,1,2
"dfb-vYUE3l6CQjvC3rbu7g","f","f","f","f","f","f","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.475302,-111.925588,5,8,4,4,4,4,4,4,4,4,4,4
"dFi7mkN0PBoFYt1untE3OA","f","f","f","f","f","f","Mesa","f","f","f","f","f","f","t","f","f","f","AZ",33.4155019,-111.83768,3.5,5,4,4,4,4,4,4,4,4,4,4
"DfJRq4pqowfdTB4iTAENjQ","t","f","f","f","f","f","Glendale","f","f","f","f","f","f","t","f","f","f","AZ",33.5532675,-112.1525685,4,30,0,0,2,4,7,0,0,0,1,2
"DflKgFbxt9VuqjSoI21XFQ","f","f","f","f","f","f","Peoria","f","f","f","f","f","f","t","f","f","f","AZ",33.751246,-112.204085,5,3,4,4,4,4,4,4,4,4,4,4
"DfmwPevePjeAsfY8RM51QQ","f","f","f","f","f","t","Scottsdale","f","f","f","f","f","f","t","f","f","f","AZ",33.5862887,-111.8476972,2.5,3,4,4,4,4,4,4,4,4,4,4
"dFmzvKqtIBF7iHJdRsIMbQ","f","t","f","f","f","t","Chandler","f","f","f","f","f","f","t","f","f","f","AZ",33.3016438,-111.8415807,2.5,5,4,4,4,4,4,4,4,4,4,4
"DFRXglX1d9AMxghawyVEQg","f","f","f","t","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.3998003,-111.9971177,5,3,4,4,4,4,4,4,4,4,4,4
"dG7KLQ1a584wI5jSADIPIg","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.316873,-112.004102,4,53,0,1,2,10,16,0,0,2,5,3
"dGcVT0WGenhh8Np76ta6AA","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.30617,-111.9747,3.5,47,0,18,16,11,17,0,8,7,5,6
"DgOAOO10ibNDSX7S_7L1Ag","f","f","f","f","f","f","Paradise Valley","f","f","f","f","f","f","t","f","f","f","AZ",33.5278493,-111.9258624,3.5,35,0,3,9,6,1,0,0,5,4,1
"dGp5V3aG5qw2RJI8tC3tBQ","t","f","f","f","f","f","Phoenix","f","f","f","f","f","f","t","f","f","f","AZ",33.7145055449834,-112.112238407135,4,10,0,2,11,0,3,0,0,4,2,1
"DGtOkc0KNTyK8rDkmsPNYw","t","f","f","f","f","f","Tempe","f","f","f","f","f","f","t","f","f","f","AZ",33.4237766269266,-111.908025741577,4,91,0,0,4,11,23,0,0,2,5,8
