"bookid","titlewords","authorwords","year","publisher"
"'15201'",1,3,"'2002'","'31'"
"'15202'",3,2,"'2000'","'30'"
"'15203'",6,2,"'2003'","'30'"
"'15204'",3,2,"'2000'","'118'"
"'15205'",1,2,"'1999'","'30'"
"'15209'",4,2,"'1990'","'118'"
"'15210'",4,2,"'1995'","'118'"
"'15211'",1,2,"'2003'","'30'"
"'15212'",6,2,"'2003'","'30'"
"'15213'",4,2,"'1985'","'118'"
"'15214'",4,2,"'1987'","'118'"
"'15215'",2,2,"'2003'","'30'"
"'15216'",1,2,"'1996'","'57'"
"'15217'",2,2,"'1987'","'118'"
"'15218'",3,3,"'2002'","'114'"
"'15219'",4,2,"'1987'","'156'"
"'15220'",8,4,"'1974'","'253'"
"'15223'",10,2,"'1986'","'2297'"
"'15224'",8,2,"'1993'","'961'"
"'15225'",2,2,"'1994'","'241'"
"'15228'",11,2,"'2000'","'140'"
"'15229'",3,2,"'2002'","'800'"
"'15231'",7,3,"'1996'","'140'"
"'15232'",8,2,"'1981'","'36'"
"'15235'",1,2,"'1992'","'59'"
"'15236'",5,2,"'1995'","'56'"
"'15237'",5,3,"'1992'","'41'"
"'15238'",1,3,"'1987'","'41'"
"'15240'",3,2,"'1974'","'2300'"
"'15241'",2,2,"'1976'","'56'"
"'15243'",2,2,"'1995'","'156'"
"'15244'",2,3,"'1994'","'7'"
"'15245'",3,2,"'1989'","'39'"
"'15246'",4,2,"'2002'","'134'"
"'15247'",2,2,"'1995'","'40'"
"'15248'",1,1,"'1998'","'35'"
"'15249'",8,2,"'1997'","'28'"
"'15250'",9,2,"'1991'","'156'"
"'15251'",5,3,"'1988'","'197'"
"'15252'",3,2,"'2002'","'35'"
"'15254'",1,2,"'2001'","'2301'"
"'15256'",8,2,"'1989'","'140'"
"'15258'",8,3,"'2002'","'182'"
"'15260'",2,2,"'2003'","'83'"
"'15261'",9,2,"'1989'","'154'"
"'15263'",3,2,"'2003'","'182'"
"'15265'",1,2,"'1994'","'19'"
"'15266'",8,2,"'2003'","'88'"
"'15268'",4,2,"'1994'","'2302'"
"'15270'",6,2,"'1999'","'35'"
"'15271'",8,3,"'2002'","'109'"
"'15273'",4,3,"'1998'","'1003'"
"'15274'",5,2,"'2003'","'1431'"
"'15281'",3,2,"'1999'","'1530'"
"'15282'",3,4,"'1987'","'378'"
"'15283'",13,4,"'1999'","'56'"
"'15285'",2,2,"'2003'","'61'"
"'15287'",5,2,"'2003'","'160'"
"'15291'",9,2,"'1999'","'25'"
"'15296'",5,2,"'1997'","'25'"
"'15299'",10,3,"'1995'","'154'"
"'15303'",6,2,"'2003'","'354'"
"'15305'",8,2,"'2002'","'9'"
"'15306'",5,2,"'2000'","'255'"
"'15307'",11,2,"'2000'","'7'"
"'15308'",26,2,"'1997'","'840'"
"'15309'",2,2,"'1998'","'168'"
"'15311'",3,2,"'2004'","'44'"
"'15312'",5,2,"'2002'","'69'"
"'15314'",11,2,"'2004'","'457'"
"'15316'",8,2,"'2002'","'147'"
"'15321'",3,3,"'1998'","'516'"
"'15322'",5,3,"'1998'","'1985'"
"'15324'",5,3,"'1984'","'977'"
"'15325'",2,2,"'2003'","'308'"
"'15326'",4,2,"'1997'","'308'"
"'15329'",12,2,"'2000'","'1599'"
"'15330'",7,2,"'0'","'472'"
"'15332'",5,3,"'2004'","'57'"
"'15335'",7,2,"'0'","'293'"
"'15336'",3,2,"'1998'","'526'"
"'15338'",3,2,"'1996'","'526'"
"'15339'",4,2,"'1996'","'195'"
"'15341'",12,2,"'2000'","'160'"
"'15346'",3,3,"'1980'","'40'"
"'15348'",3,2,"'1991'","'56'"
"'15349'",4,2,"'2004'","'180'"
"'15350'",12,2,"'1999'","'171'"
"'15351'",12,2,"'1998'","'36'"
"'15352'",2,2,"'1998'","'31'"
"'15353'",4,2,"'2004'","'143'"
"'15354'",5,2,"'2003'","'172'"
"'15355'",4,2,"'2004'","'76'"
"'15356'",1,2,"'2003'","'275'"
"'15357'",9,2,"'2003'","'57'"
"'15358'",4,2,"'2003'","'57'"
"'15359'",1,2,"'2003'","'256'"
"'15360'",4,3,"'2002'","'321'"
"'15361'",2,2,"'2001'","'185'"
"'15362'",5,2,"'2000'","'138'"
"'15365'",2,2,"'2002'","'7'"
"'15367'",9,2,"'1990'","'353'"
"'15368'",3,3,"'1993'","'2312'"
"'15370'",14,2,"'2001'","'2313'"
"'15371'",1,3,"'1996'","'7'"
"'15372'",7,2,"'1987'","'281'"
"'15373'",2,2,"'1994'","'39'"
"'15374'",3,3,"'1998'","'100'"
"'15375'",3,2,"'1995'","'390'"
"'15376'",13,2,"'2002'","'213'"
"'15380'",3,2,"'2001'","'40'"
"'15381'",5,2,"'1996'","'476'"
"'15383'",2,2,"'1998'","'57'"
"'15386'",1,2,"'1989'","'92'"
"'15387'",4,2,"'1994'","'7'"
"'15388'",4,2,"'1993'","'7'"
"'15389'",6,2,"'1991'","'353'"
"'15390'",5,2,"'1992'","'43'"
"'15391'",5,2,"'1985'","'2314'"
"'15404'",3,3,"'1995'","'189'"
"'15405'",2,2,"'1993'","'596'"
"'15406'",6,1,"'0'","'2318'"
"'15407'",5,2,"'1990'","'74'"
"'15408'",2,2,"'1994'","'74'"
"'15409'",4,2,"'1983'","'7'"
"'15410'",1,2,"'1998'","'28'"
"'15411'",4,2,"'1995'","'74'"
"'15412'",1,3,"'1997'","'56'"
"'15413'",3,2,"'1993'","'74'"
"'15414'",2,3,"'1997'","'154'"
"'15416'",17,2,"'1998'","'28'"
"'15417'",4,2,"'1999'","'164'"
"'15422'",4,2,"'2002'","'140'"
"'15423'",5,2,"'2000'","'38'"
"'15425'",5,2,"'1999'","'164'"
"'15426'",6,2,"'2003'","'164'"
"'15428'",2,2,"'2000'","'40'"
"'15430'",2,2,"'1996'","'38'"
"'15434'",7,2,"'1998'","'149'"
"'15439'",12,3,"'1999'","'41'"
"'15440'",6,2,"'1988'","'209'"
"'15443'",5,2,"'2003'","'143'"
"'15444'",4,3,"'2002'","'41'"
"'15445'",3,3,"'2001'","'41'"
"'15446'",9,2,"'1998'","'2320'"
"'15449'",4,2,"'1993'","'92'"
"'15452'",2,2,"'1984'","'57'"
"'15455'",1,2,"'1997'","'152'"
"'15457'",11,2,"'2001'","'59'"
"'15458'",5,2,"'1991'","'2321'"
"'15459'",5,2,"'1995'","'209'"
"'15460'",8,2,"'2000'","'28'"
"'15465'",2,3,"'2001'","'390'"
"'15467'",9,3,"'2000'","'7'"
"'15470'",5,2,"'2001'","'149'"
"'15471'",2,2,"'2000'","'57'"
"'15475'",4,2,"'2002'","'35'"
"'15477'",3,2,"'1996'","'1174'"
"'15480'",1,3,"'0'","'293'"
"'15482'",1,2,"'1998'","'209'"
"'15484'",4,2,"'1990'","'57'"
"'15485'",2,3,"'1998'","'137'"
"'15486'",2,3,"'1994'","'390'"
"'15487'",1,2,"'0'","'293'"
"'15488'",2,2,"'1999'","'1566'"
"'15489'",2,2,"'1979'","'57'"
"'15490'",2,2,"'1995'","'134'"
"'15496'",2,2,"'2000'","'149'"
"'15497'",2,2,"'2000'","'149'"
"'15498'",9,2,"'2001'","'35'"
"'15499'",2,2,"'1995'","'134'"
"'15500'",8,3,"'1991'","'627'"
"'15501'",2,2,"'0'","'293'"
"'15503'",7,2,"'1974'","'2322'"
"'15504'",4,3,"'2003'","'1291'"
"'15505'",2,2,"'1999'","'392'"
"'15508'",3,2,"'1991'","'74'"
"'15509'",4,2,"'1982'","'598'"
"'15510'",7,2,"'2001'","'66'"
"'15511'",1,2,"'2000'","'149'"
"'15513'",4,3,"'2001'","'177'"
"'15514'",2,2,"'1990'","'39'"
"'15515'",1,2,"'1999'","'152'"
"'15516'",1,2,"'2000'","'56'"
"'15517'",7,2,"'1987'","'2323'"
"'15519'",6,2,"'1997'","'888'"
"'15520'",6,2,"'1994'","'636'"
"'15521'",1,3,"'1998'","'148'"
"'15522'",5,2,"'1994'","'393'"
"'15523'",3,3,"'1998'","'982'"
"'15527'",7,2,"'2001'","'610'"
"'15530'",3,2,"'2000'","'892'"
"'15533'",3,2,"'1998'","'1760'"
"'15534'",3,2,"'2002'","'95'"
"'15535'",7,2,"'2002'","'35'"
"'15536'",2,2,"'1993'","'39'"
"'15537'",3,2,"'1999'","'41'"
"'15538'",4,2,"'1989'","'74'"
"'15539'",2,2,"'1984'","'39'"
"'15540'",13,2,"'1996'","'66'"
"'15541'",5,2,"'1983'","'36'"
"'15546'",7,2,"'2001'","'149'"
"'15547'",3,3,"'1992'","'74'"
"'15553'",1,2,"'2001'","'390'"
"'15560'",7,2,"'2001'","'149'"
"'15562'",6,2,"'2000'","'258'"
"'15563'",13,2,"'2001'","'213'"
"'15566'",4,2,"'1995'","'213'"
"'15568'",4,3,"'1987'","'180'"
"'15569'",2,3,"'1987'","'180'"
"'15570'",5,2,"'1999'","'258'"
"'15571'",4,2,"'1987'","'106'"
"'15572'",3,2,"'1986'","'2327'"
"'15574'",5,2,"'1990'","'434'"
"'15575'",9,2,"'1996'","'351'"
"'15576'",7,2,"'1992'","'351'"
"'15579'",6,2,"'1993'","'25'"
"'15580'",6,2,"'1991'","'289'"
"'15581'",8,3,"'2004'","'84'"
"'15582'",3,2,"'1989'","'7'"
"'15583'",9,2,"'2000'","'39'"
"'15584'",8,2,"'1995'","'2329'"
"'15585'",1,2,"'1992'","'412'"
"'15586'",2,2,"'1989'","'412'"
"'15588'",2,2,"'1981'","'40'"
"'15589'",8,3,"'1989'","'101'"
"'15590'",17,3,"'1988'","'41'"
"'15591'",7,3,"'1988'","'41'"
"'15592'",3,2,"'2003'","'168'"
"'15593'",8,2,"'2002'","'40'"
"'15594'",10,2,"'2003'","'198'"
"'15595'",1,2,"'1999'","'40'"
"'15596'",1,3,"'1996'","'38'"
"'15597'",3,2,"'2003'","'57'"
"'15598'",2,2,"'2003'","'28'"
"'15599'",2,2,"'1997'","'39'"
"'15601'",2,2,"'2001'","'39'"
"'15602'",7,2,"'1999'","'7'"
"'15603'",6,2,"'2002'","'587'"
"'15604'",4,2,"'1993'","'56'"
"'15606'",5,2,"'2000'","'39'"
"'15608'",2,2,"'2003'","'28'"
"'15610'",3,3,"'2000'","'25'"
"'15611'",5,3,"'1998'","'28'"
"'15612'",3,2,"'2001'","'289'"
"'15613'",5,3,"'1953'","'246'"
"'15615'",6,2,"'1995'","'353'"
"'15618'",2,2,"'1990'","'398'"
"'15619'",5,2,"'1999'","'25'"
"'15620'",2,2,"'2002'","'284'"
"'15621'",11,2,"'1994'","'106'"
"'15624'",6,2,"'2004'","'35'"
"'15625'",8,2,"'1996'","'10'"
"'15627'",7,2,"'1985'","'56'"
"'15628'",7,2,"'1994'","'99'"
"'15632'",10,2,"'1990'","'143'"
"'15633'",4,2,"'1993'","'129'"
"'15634'",8,2,"'1995'","'72'"
"'15635'",3,2,"'1994'","'154'"
"'15636'",9,3,"'1997'","'322'"
"'15637'",10,2,"'1994'","'139'"
"'15638'",5,2,"'2000'","'205'"
"'15639'",7,2,"'2004'","'209'"
"'15643'",6,3,"'1998'","'308'"
"'15644'",10,3,"'1999'","'1721'"
"'15645'",3,2,"'0'","'310'"
"'15646'",3,2,"'1999'","'114'"
"'15652'",3,4,"'2002'","'870'"
"'15655'",1,2,"'1992'","'308'"
"'15659'",6,2,"'1994'","'38'"
"'15660'",4,2,"'0'","'932'"
"'15664'",10,2,"'1996'","'149'"
"'15665'",5,2,"'2003'","'213'"
"'15666'",3,2,"'2003'","'1445'"
"'15667'",7,2,"'2003'","'213'"
"'15671'",9,2,"'2002'","'35'"
"'15676'",8,2,"'2003'","'149'"
"'15679'",7,4,"'2002'","'253'"
"'15680'",9,2,"'2001'","'2337'"
"'15681'",3,2,"'1986'","'39'"
"'15682'",7,2,"'1987'","'214'"
"'15685'",5,3,"'1997'","'114'"
"'15686'",7,2,"'1988'","'34'"
"'15688'",7,1,"'1954'","'56'"
"'15690'",1,2,"'1984'","'39'"
"'15692'",4,2,"'1993'","'19'"
"'15694'",10,2,"'1991'","'56'"
"'15698'",2,2,"'1998'","'88'"
"'15699'",6,2,"'1996'","'172'"
"'15700'",8,2,"'1986'","'28'"
"'15701'",5,2,"'1984'","'68'"
"'15702'",4,2,"'2002'","'2340'"
"'15703'",4,3,"'1990'","'1294'"
"'15705'",3,2,"'1987'","'246'"
"'15707'",3,2,"'2001'","'185'"
"'15708'",6,2,"'1987'","'425'"
"'15710'",7,2,"'1994'","'39'"
"'15714'",1,3,"'1987'","'160'"
"'15715'",2,2,"'1991'","'198'"
"'15716'",3,3,"'1986'","'168'"
"'15719'",2,2,"'1980'","'39'"
"'15721'",5,2,"'1993'","'39'"
"'15722'",2,2,"'1984'","'28'"
"'15724'",4,3,"'1989'","'246'"
"'15725'",18,3,"'1983'","'39'"
"'15726'",10,2,"'2001'","'9'"
"'15728'",7,3,"'2002'","'1612'"
"'15729'",5,2,"'2002'","'38'"
"'15733'",3,2,"'1998'","'52'"
"'15734'",9,2,"'1998'","'57'"
"'15736'",2,2,"'1980'","'493'"
"'15737'",10,3,"'1983'","'68'"
"'15740'",8,2,"'1987'","'239'"
"'15743'",5,2,"'1997'","'171'"
"'15745'",7,2,"'1995'","'394'"
"'15748'",7,2,"'1998'","'2345'"
"'15751'",10,3,"'1995'","'162'"
"'15762'",6,2,"'1999'","'209'"
"'15763'",9,2,"'1991'","'1370'"
"'15765'",4,2,"'1999'","'168'"
"'15768'",12,2,"'2002'","'39'"
"'15770'",3,2,"'2002'","'140'"
"'15777'",10,2,"'1999'","'454'"
"'15779'",6,2,"'1985'","'2349'"
"'15781'",3,2,"'2003'","'56'"
"'15783'",4,2,"'1986'","'40'"
"'15784'",4,2,"'1988'","'2350'"
"'15785'",7,2,"'1997'","'327'"
"'15786'",6,2,"'2002'","'2351'"
"'15789'",2,2,"'2003'","'114'"
"'15790'",4,2,"'0'","'309'"
"'15791'",5,2,"'1998'","'99'"
"'15793'",1,2,"'1967'","'1370'"
"'15795'",1,3,"'1999'","'2352'"
"'15796'",2,2,"'2002'","'932'"
"'15798'",3,2,"'1992'","'61'"
"'15802'",3,2,"'1982'","'35'"
"'15806'",4,2,"'1999'","'44'"
"'15810'",6,2,"'2001'","'255'"
"'15815'",4,2,"'2003'","'10'"
"'15818'",2,2,"'1994'","'899'"
"'15820'",4,2,"'1997'","'52'"
"'15825'",3,2,"'2002'","'185'"
"'15832'",2,2,"'1980'","'154'"
"'15833'",8,2,"'2001'","'28'"
"'15835'",10,2,"'2003'","'303'"
"'15836'",3,2,"'2003'","'56'"
"'15838'",19,2,"'2004'","'9'"
"'15839'",3,2,"'2001'","'99'"
"'15840'",5,2,"'1999'","'41'"
"'15842'",18,2,"'2002'","'600'"
"'15843'",4,2,"'2003'","'143'"
"'15844'",3,2,"'2000'","'35'"
"'15845'",3,2,"'1999'","'1476'"
"'15846'",8,2,"'1993'","'214'"
"'15848'",5,2,"'2003'","'10'"
"'15849'",4,2,"'2003'","'175'"
"'15850'",2,2,"'2001'","'175'"
"'15854'",3,2,"'2001'","'394'"
"'15855'",9,3,"'2003'","'255'"
"'15856'",2,2,"'2004'","'931'"
"'15858'",8,3,"'1990'","'140'"
"'15859'",28,2,"'1995'","'248'"
"'15860'",4,2,"'2003'","'96'"
"'15861'",13,2,"'1994'","'44'"
"'15862'",4,2,"'2003'","'169'"
"'15865'",7,3,"'1999'","'72'"
"'15867'",4,2,"'2001'","'200'"
"'15868'",5,2,"'1999'","'1158'"
"'15869'",11,2,"'2004'","'586'"
"'15870'",1,2,"'1996'","'2362'"
"'15871'",4,2,"'2002'","'275'"
"'15872'",2,2,"'1996'","'834'"
"'15878'",5,2,"'1988'","'56'"
"'15879'",1,2,"'1985'","'39'"
"'15880'",5,2,"'2004'","'79'"
"'15881'",5,2,"'2003'","'1135'"
"'15882'",6,3,"'2003'","'7'"
"'15883'",2,2,"'1989'","'83'"
"'15884'",2,2,"'1980'","'7'"
"'15886'",2,2,"'2003'","'248'"
"'15887'",2,2,"'1987'","'6'"
"'15889'",5,2,"'1993'","'2365'"
"'15891'",14,3,"'2002'","'2366'"
"'15892'",8,2,"'1997'","'7'"
"'15893'",2,2,"'2001'","'39'"
"'15894'",4,2,"'2000'","'9'"
"'15898'",4,2,"'2001'","'994'"
"'15899'",20,2,"'1998'","'127'"
"'15906'",6,2,"'1995'","'9'"
"'15907'",8,2,"'1998'","'135'"
"'15914'",3,2,"'2000'","'160'"
"'15916'",2,2,"'1994'","'28'"
"'15917'",9,2,"'1999'","'495'"
"'15918'",10,2,"'1955'","'44'"
"'15919'",12,4,"'2001'","'253'"
"'15921'",5,2,"'2003'","'35'"
"'15922'",10,2,"'1999'","'149'"
"'15923'",7,2,"'1999'","'213'"
"'15924'",3,2,"'2003'","'213'"
"'15925'",2,2,"'1993'","'2371'"
"'15926'",9,2,"'1996'","'149'"
"'15927'",7,2,"'2002'","'377'"
"'15928'",7,2,"'1996'","'149'"
"'15929'",6,2,"'1998'","'149'"
"'15933'",8,3,"'2002'","'149'"
"'15938'",2,2,"'1996'","'280'"
"'15940'",9,2,"'1996'","'149'"
"'15941'",2,2,"'2000'","'390'"
"'15942'",2,3,"'2000'","'128'"
"'15943'",1,2,"'2004'","'14'"
"'15944'",10,2,"'2001'","'135'"
"'15945'",2,2,"'2003'","'615'"
"'15946'",3,2,"'1983'","'19'"
"'15947'",1,2,"'2001'","'74'"
"'15950'",3,2,"'2001'","'39'"
"'15953'",4,2,"'1983'","'425'"
"'15956'",3,2,"'2003'","'36'"
"'15958'",5,2,"'2001'","'134'"
"'15959'",4,2,"'2000'","'569'"
"'15961'",3,3,"'1987'","'171'"
"'15963'",1,2,"'1994'","'46'"
"'15964'",3,2,"'2001'","'40'"
"'15965'",2,2,"'1995'","'134'"
"'15966'",6,2,"'1982'","'35'"
"'15967'",2,2,"'2003'","'134'"
"'15968'",1,2,"'1990'","'36'"
"'15969'",2,2,"'2003'","'28'"
"'15973'",3,2,"'2003'","'57'"
"'15975'",2,2,"'1989'","'35'"
"'15977'",1,2,"'1998'","'39'"
"'15978'",3,2,"'1994'","'36'"
"'15979'",3,2,"'2002'","'213'"
"'15980'",6,2,"'1996'","'134'"
"'15981'",5,2,"'2003'","'35'"
"'15983'",6,2,"'2001'","'98'"
"'15988'",7,2,"'2001'","'98'"
"'15991'",10,2,"'2000'","'149'"
"'15995'",1,2,"'1998'","'390'"
"'15996'",2,2,"'1991'","'40'"
"'15997'",14,2,"'2002'","'57'"
"'15999'",3,2,"'1993'","'19'"
"'16000'",4,2,"'2003'","'149'"
"'16002'",4,2,"'2001'","'284'"
"'16004'",12,3,"'1996'","'149'"
"'16008'",2,2,"'1996'","'40'"
"'16009'",9,2,"'2002'","'149'"
"'16010'",2,3,"'1994'","'40'"
"'16011'",5,2,"'2001'","'538'"
"'16014'",6,2,"'1993'","'149'"
"'16015'",29,2,"'2000'","'908'"
"'16016'",5,2,"'1948'","'2375'"
"'16019'",4,2,"'1997'","'28'"
"'16020'",10,2,"'1993'","'2377'"
"'16023'",4,2,"'1999'","'1778'"
"'16028'",9,2,"'2002'","'706'"
"'16029'",14,2,"'1999'","'76'"
"'16032'",4,2,"'1997'","'7'"
"'16033'",11,2,"'1991'","'57'"
"'16040'",12,2,"'2000'","'423'"
"'16043'",16,2,"'1982'","'75'"
"'16044'",3,2,"'1996'","'66'"
"'16046'",11,2,"'2003'","'200'"
"'16047'",11,2,"'2000'","'37'"
"'16051'",10,2,"'1999'","'69'"
"'16053'",2,2,"'1999'","'56'"
"'16057'",8,2,"'2001'","'2385'"
"'16058'",2,2,"'1994'","'140'"
"'16061'",4,2,"'2001'","'169'"
"'16063'",14,2,"'1999'","'56'"
"'16065'",10,2,"'1991'","'140'"
"'16066'",10,3,"'2002'","'457'"
"'16067'",3,2,"'2000'","'66'"
"'16068'",4,2,"'1998'","'66'"
"'16071'",7,2,"'1998'","'341'"
"'16072'",3,2,"'1995'","'56'"
"'16073'",4,2,"'1984'","'406'"
"'16074'",5,2,"'2001'","'150'"
"'16075'",13,2,"'2000'","'84'"
"'16076'",3,3,"'1995'","'156'"
"'16081'",3,2,"'2003'","'525'"
"'16082'",2,2,"'2002'","'40'"
"'16083'",7,2,"'2001'","'140'"
"'16085'",3,2,"'1994'","'9'"
"'16086'",4,2,"'1998'","'2388'"
"'16088'",7,2,"'1959'","'88'"
"'16089'",8,2,"'2000'","'169'"
"'16094'",5,2,"'1989'","'1195'"
"'16099'",8,2,"'1986'","'28'"
"'16100'",10,2,"'2003'","'1'"
"'16106'",9,2,"'1996'","'303'"
"'16107'",2,2,"'1995'","'303'"
"'16110'",6,1,"'1998'","'143'"
"'16112'",2,2,"'1994'","'7'"
"'16115'",4,2,"'1994'","'457'"
"'16116'",6,2,"'2002'","'28'"
"'16119'",5,2,"'1998'","'59'"
"'16120'",2,2,"'2002'","'2394'"
"'16121'",7,2,"'1998'","'2395'"
"'16123'",5,2,"'1997'","'807'"
"'16124'",7,3,"'2001'","'435'"
"'16127'",4,2,"'1995'","'2396'"
"'16128'",11,2,"'1999'","'465'"
"'16129'",7,2,"'1997'","'465'"
"'16130'",5,2,"'1996'","'465'"
"'16131'",7,2,"'1995'","'465'"
"'16132'",8,2,"'1994'","'465'"
"'16133'",8,2,"'1994'","'465'"
"'16134'",5,2,"'1991'","'465'"
"'16135'",2,3,"'1991'","'465'"
"'16136'",7,2,"'1996'","'465'"
"'16137'",6,2,"'1995'","'465'"
"'16138'",6,2,"'1998'","'465'"
"'16139'",8,2,"'1996'","'465'"
"'16140'",8,2,"'1987'","'465'"
"'16143'",1,3,"'1990'","'1194'"
"'16144'",3,3,"'1992'","'41'"
"'16145'",1,3,"'1988'","'41'"
"'16146'",5,3,"'1994'","'80'"
"'16147'",2,3,"'1988'","'41'"
"'16149'",2,3,"'1992'","'80'"
"'16150'",5,3,"'1992'","'80'"
"'16151'",5,3,"'1992'","'80'"
"'16152'",9,2,"'1991'","'195'"
"'16153'",3,3,"'1996'","'41'"
"'16154'",3,3,"'1996'","'41'"
"'16155'",4,3,"'1994'","'41'"
"'16156'",10,3,"'1995'","'857'"
"'16157'",6,3,"'1995'","'465'"
"'16159'",6,3,"'1999'","'465'"
"'16160'",6,3,"'1993'","'465'"
"'16161'",5,3,"'1997'","'465'"
"'16162'",5,3,"'1996'","'465'"
"'16163'",3,3,"'1996'","'181'"
"'16167'",8,2,"'1996'","'181'"
"'16168'",3,2,"'2000'","'100'"
"'16169'",4,2,"'2003'","'100'"
"'16170'",3,2,"'2002'","'100'"
"'16171'",5,2,"'2001'","'100'"
"'16172'",6,2,"'1999'","'2075'"
"'16176'",11,3,"'1995'","'1357'"
"'16178'",11,2,"'1998'","'39'"
"'16179'",14,2,"'1988'","'908'"
"'16181'",14,2,"'2000'","'2399'"
"'16183'",11,2,"'1983'","'69'"
"'16186'",16,2,"'1993'","'69'"
"'16187'",3,2,"'1996'","'526'"
"'16189'",5,2,"'2001'","'151'"
"'16190'",3,2,"'1985'","'2401'"
"'16191'",5,2,"'1981'","'143'"
"'16192'",2,2,"'1996'","'143'"
"'16194'",16,3,"'1994'","'76'"
"'16198'",7,2,"'1997'","'457'"
"'16199'",6,2,"'2003'","'134'"
"'16200'",8,2,"'2003'","'1753'"
"'16201'",4,2,"'1991'","'36'"
"'16203'",5,2,"'1995'","'40'"
"'16204'",6,2,"'2003'","'134'"
"'16208'",5,3,"'1997'","'465'"
"'16209'",4,3,"'1996'","'465'"
"'16210'",1,2,"'1986'","'185'"
"'16212'",1,2,"'1996'","'426'"
"'16213'",16,2,"'1997'","'186'"
"'16214'",15,2,"'1995'","'66'"
"'16216'",10,2,"'1994'","'152'"
"'16217'",10,2,"'2000'","'135'"
"'16225'",7,2,"'2000'","'25'"
"'16226'",8,2,"'1998'","'734'"
"'16227'",7,3,"'1999'","'25'"
"'16229'",7,1,"'1993'","'246'"
"'16231'",4,3,"'2000'","'211'"
"'16232'",7,2,"'1996'","'16'"
"'16239'",17,2,"'1991'","'1222'"
"'16241'",14,2,"'1986'","'258'"
"'16242'",5,2,"'1988'","'34'"
"'16243'",8,2,"'1989'","'139'"
"'16245'",2,2,"'1979'","'57'"
"'16246'",1,2,"'1987'","'346'"
"'16247'",8,2,"'1997'","'149'"
"'16251'",8,2,"'1993'","'59'"
"'16254'",6,1,"'1988'","'41'"
"'16257'",7,2,"'2004'","'213'"
"'16268'",4,2,"'2003'","'2404'"
"'16276'",5,2,"'1993'","'2404'"
"'16277'",7,2,"'1999'","'136'"
"'16279'",6,2,"'1980'","'109'"
"'16282'",4,3,"'2001'","'25'"
"'16283'",6,3,"'2001'","'25'"
"'16284'",3,3,"'2001'","'25'"
"'16285'",9,2,"'1991'","'353'"
"'16287'",8,2,"'2003'","'196'"
"'16288'",7,2,"'2001'","'59'"
"'16291'",15,3,"'2002'","'38'"
"'16293'",5,2,"'2000'","'140'"
"'16294'",3,2,"'1999'","'109'"
"'16295'",8,2,"'1991'","'36'"
"'16297'",8,2,"'1985'","'154'"
"'16301'",3,2,"'1991'","'36'"
"'16302'",5,2,"'1994'","'465'"
"'16303'",6,2,"'1994'","'465'"
"'16304'",7,2,"'1994'","'465'"
"'16305'",5,2,"'1994'","'465'"
"'16306'",1,2,"'1989'","'40'"
"'16309'",2,2,"'2002'","'569'"
"'16310'",3,2,"'2002'","'168'"
"'16311'",6,3,"'2000'","'1038'"
"'16313'",2,3,"'1991'","'2408'"
"'16314'",11,3,"'2001'","'1038'"
"'16317'",8,3,"'1972'","'105'"
"'16320'",6,3,"'2001'","'1330'"
"'16322'",3,2,"'1988'","'59'"
"'16323'",4,2,"'1987'","'171'"
"'16324'",1,2,"'1980'","'40'"
"'16325'",4,3,"'1985'","'74'"
"'16328'",6,3,"'1997'","'78'"
"'16334'",5,3,"'1987'","'40'"
"'16335'",6,2,"'1997'","'81'"
"'16339'",2,2,"'1996'","'28'"
"'16342'",10,4,"'1981'","'28'"
"'16345'",2,2,"'1981'","'82'"
"'16348'",3,3,"'1981'","'2410'"
"'16350'",6,5,"'1982'","'712'"
"'16353'",7,4,"'1981'","'28'"
"'16356'",3,2,"'1991'","'39'"
"'16357'",2,2,"'1989'","'41'"
"'16358'",8,2,"'1995'","'109'"
"'16359'",2,2,"'1982'","'2145'"
"'16361'",1,2,"'1994'","'57'"
"'16362'",4,3,"'1982'","'425'"
"'16363'",3,3,"'1984'","'771'"
"'16366'",3,3,"'1984'","'28'"
"'16367'",7,3,"'1993'","'465'"
"'16368'",3,2,"'1994'","'100'"
"'16370'",4,3,"'1990'","'465'"
"'16372'",3,3,"'1984'","'109'"
"'16376'",2,3,"'1990'","'80'"
"'16377'",2,3,"'1983'","'329'"
"'16381'",3,3,"'1991'","'171'"
"'16383'",1,3,"'1986'","'78'"
"'16388'",8,3,"'1984'","'465'"
"'16389'",8,3,"'1985'","'465'"
"'16392'",8,2,"'1994'","'78'"
"'16395'",3,3,"'1983'","'59'"
"'16396'",1,2,"'1992'","'38'"
"'16397'",3,2,"'1994'","'100'"
"'16398'",3,2,"'1994'","'100'"
"'16399'",6,2,"'1995'","'100'"
"'16405'",10,2,"'2002'","'40'"
"'16408'",11,3,"'2002'","'2411'"
"'16409'",2,2,"'2003'","'28'"
"'16410'",2,3,"'2003'","'74'"
"'16411'",8,2,"'1989'","'346'"
"'16412'",2,3,"'1997'","'39'"
"'16416'",8,2,"'1988'","'425'"
"'16417'",5,3,"'2000'","'476'"
"'16421'",4,2,"'2003'","'215'"
"'16425'",19,2,"'2001'","'586'"
"'16429'",2,2,"'1981'","'35'"
"'16430'",2,2,"'2003'","'182'"
"'16431'",2,2,"'2003'","'134'"
"'16433'",4,3,"'2001'","'1184'"
"'16434'",9,2,"'2001'","'2412'"
