"artistid","numscrobbles","numlistens","rock","electronic","indie","pop","hiphop"
"'3121'",2178503,179538,"f","f","f","f","f"
"'3127'",1533868,112200,"t","f","f","f","f"
"'3128'",7481405,504988,"f","f","t","t","f"
"'3129'",2353502,189714,"t","f","f","f","f"
"'3130'",935011,93006,"t","f","f","f","f"
"'3131'",4012639,256704,"f","f","f","f","f"
"'3132'",11006101,523871,"f","t","f","f","t"
"'3133'",2605341,141127,"f","f","f","f","f"
"'3134'",2108233,221144,"f","f","f","f","f"
"'3135'",1862074,210843,"f","f","f","f","f"
"'3138'",2473019,318804,"t","f","f","f","f"
"'3145'",3251847,198658,"f","f","f","f","f"
"'3147'",3544463,292633,"f","f","f","f","f"
"'3149'",1412255,215319,"t","f","f","f","f"
"'3150'",2717341,311930,"f","f","f","f","f"
"'3156'",5977442,486913,"f","f","f","f","f"
"'3158'",8392947,558714,"f","t","f","f","f"
"'3164'",10413063,623508,"f","t","f","f","f"
"'3166'",1377325,197410,"f","f","f","f","f"
"'3167'",1122623,184905,"f","f","f","f","f"
"'3169'",3293179,281478,"f","t","f","f","t"
"'3171'",20846542,1345217,"f","f","f","t","f"
"'3173'",4001971,152117,"f","f","f","t","f"
"'3183'",2058719,36901,"f","t","f","t","f"
"'3186'",5202834,274897,"f","t","f","t","f"
"'3187'",1114214,93513,"f","f","f","t","f"
"'3188'",1894008,68565,"f","f","f","f","f"
"'3191'",3270571,50593,"f","t","f","t","f"
"'3193'",3376272,173395,"f","t","f","t","f"
"'3195'",2962051,110949,"t","f","f","f","f"
"'3196'",3806377,138591,"f","t","f","t","f"
"'3197'",10845043,306596,"f","f","f","f","f"
"'3200'",22772018,827333,"f","t","t","t","f"
"'3201'",31016224,1044502,"f","f","f","t","f"
"'3202'",9577092,457746,"f","f","t","t","f"
"'3204'",1868269,87631,"t","f","f","f","f"
"'3205'",5010036,135952,"f","f","t","f","f"
"'3206'",10458629,586294,"f","t","t","t","f"
"'3208'",6292599,306971,"f","f","t","f","f"
"'3213'",5727881,366819,"f","f","t","f","f"
"'3216'",1811994,164552,"f","f","f","f","f"
"'3222'",6114819,177906,"f","t","f","t","f"
"'3225'",2939495,221567,"f","f","f","f","t"
"'3227'",31578412,1282046,"f","f","f","f","t"
"'3230'",8179500,671448,"t","f","f","f","f"
"'3231'",4912647,373322,"f","f","t","t","f"
"'3237'",25707471,238396,"t","f","f","f","f"
"'3238'",32673757,255921,"t","f","f","f","f"
"'3239'",7134777,269831,"f","f","f","f","f"
"'3240'",19907955,1248794,"t","f","f","f","f"
"'3242'",4404337,114982,"t","f","f","f","f"
"'3244'",12395765,258278,"f","f","f","f","f"
"'3245'",2078576,208646,"t","f","f","f","f"
"'3246'",3538692,242700,"f","f","f","f","f"
"'3247'",5386215,202822,"t","f","f","f","f"
"'3248'",4166871,181483,"f","t","t","t","f"
"'3250'",10156605,452505,"t","f","t","t","f"
"'3252'",5936386,193054,"t","f","t","f","f"
"'3253'",1227092,87108,"t","f","t","f","f"
"'3255'",11874361,844509,"t","f","t","t","f"
"'3258'",80325684,2203348,"t","f","t","t","f"
"'3259'",23261036,710578,"t","f","t","f","f"
"'3264'",13678215,449842,"t","f","f","f","f"
"'3265'",1691588,114915,"f","f","f","f","f"
"'3266'",4802633,188839,"t","f","t","t","f"
"'3267'",5357999,133075,"f","f","f","f","f"
"'3268'",2643106,77550,"f","f","f","f","t"
"'3269'",1635422,90353,"t","f","f","f","f"
"'3272'",7597145,112449,"t","f","f","f","f"
"'3273'",5288963,456974,"t","f","t","t","f"
"'3275'",2935371,385864,"t","f","f","t","f"
"'3277'",2177386,179787,"f","t","f","t","f"
"'3279'",21499392,724176,"t","f","t","f","f"
"'3280'",22161723,551975,"f","f","f","t","f"
"'3281'",7512259,649109,"t","f","f","t","f"
"'3282'",3425586,265604,"f","f","t","t","f"
"'3287'",2253384,95537,"t","f","t","f","f"
"'3288'",6443781,507871,"f","t","f","t","f"
"'3289'",5242642,210323,"f","t","f","f","f"
"'3290'",3401094,158837,"f","f","f","t","f"
"'3291'",1074140,104383,"f","f","f","f","f"
"'3293'",8672732,658674,"t","f","t","t","f"
"'3294'",6263687,285091,"f","f","t","t","f"
"'3298'",2638648,232645,"t","f","t","f","f"
"'3299'",10910987,365394,"f","f","t","f","f"
"'3300'",4315819,251721,"f","t","f","t","f"
"'3301'",2522475,196576,"f","f","f","t","f"
"'3302'",24485468,1612708,"t","f","f","t","f"
"'3303'",7646925,741064,"f","f","f","f","f"
"'3304'",5419254,468332,"f","f","f","t","f"
"'3306'",7961584,713353,"t","f","f","t","f"
"'3307'",5246480,340134,"f","f","f","t","f"
"'3308'",16275401,1084439,"t","f","f","f","f"
"'3311'",3124325,421930,"t","f","f","t","f"
"'3313'",12015626,1301040,"f","f","f","t","f"
"'3316'",14426542,1189293,"f","f","f","f","t"
"'3317'",78050125,2890475,"f","f","f","f","t"
"'3318'",15226186,1279257,"f","f","f","f","f"
"'3328'",5071941,139036,"t","f","f","f","f"
"'3333'",12915234,444657,"t","f","f","f","f"
"'3334'",2925405,106183,"f","f","f","f","t"
"'3335'",5024780,173117,"t","f","t","f","f"
"'3338'",4556358,377517,"f","f","f","f","t"
"'3340'",2228759,124748,"f","f","f","f","f"
"'3341'",29189995,877980,"t","f","t","t","f"
"'3343'",2771741,141069,"t","f","f","f","f"
"'3344'",2143632,83254,"t","f","t","f","f"
"'3346'",2564920,102741,"f","f","f","f","t"
"'3347'",14340929,179447,"f","f","t","f","f"
"'3349'",2840087,139975,"t","f","t","f","f"
"'3351'",4249472,136211,"t","f","f","f","f"
"'3354'",15676359,536760,"t","f","f","f","f"
"'3355'",5444691,506699,"f","f","f","f","t"
"'3357'",33928995,1871732,"f","f","f","f","t"
"'3360'",2000470,36066,"t","f","f","f","f"
"'3364'",21010336,517171,"f","f","t","f","f"
"'3367'",3732516,101586,"t","f","f","t","f"
"'3371'",6316187,242406,"t","f","t","f","f"
"'3373'",21985296,1326513,"t","f","t","t","f"
"'3375'",2586428,242285,"t","f","f","t","f"
"'3376'",2113952,136624,"t","f","f","t","f"
"'3382'",4229783,168260,"t","f","f","f","f"
"'3384'",1216960,70156,"f","f","f","f","f"
"'3386'",6753014,381194,"f","f","f","f","f"
"'3391'",3927011,178256,"f","f","f","f","f"
"'3400'",21997952,1624722,"t","f","t","f","f"
"'3405'",7940980,164809,"t","f","f","f","f"
"'3410'",2587354,48856,"f","f","f","f","f"
"'3411'",70884425,1708699,"t","t","t","f","f"
"'3412'",2210303,107246,"t","f","t","f","f"
"'3413'",16357332,964582,"f","t","f","f","f"
"'3416'",16033988,292831,"f","f","f","f","f"
"'3417'",19124776,320689,"f","t","f","f","f"
"'3420'",3936715,109074,"t","f","f","f","f"
"'3421'",2292869,97329,"t","t","f","f","f"
"'3422'",1853249,112300,"f","f","f","f","f"
"'3425'",10326723,290614,"f","f","f","f","f"
"'3426'",3582190,539023,"f","f","f","t","f"
"'3427'",35063962,1931252,"t","f","f","f","f"
"'3428'",5357782,308316,"f","f","f","f","f"
"'3429'",3451918,142849,"f","f","f","f","f"
"'3430'",7976088,336171,"t","f","f","f","f"
"'3431'",1924351,133979,"t","f","f","f","f"
"'3432'",3867295,168679,"t","f","f","f","f"
"'3433'",913926,76009,"t","f","f","f","f"
"'3434'",2113036,28958,"t","f","f","f","f"
"'3436'",5420040,361569,"t","f","f","f","f"
"'3438'",4385174,138765,"t","f","f","f","f"
"'3439'",1948959,93430,"t","f","f","f","f"
"'3440'",13337457,445273,"t","f","t","f","f"
"'3441'",2777165,151718,"f","f","f","f","f"
"'3442'",3380593,103945,"t","f","f","f","f"
"'3443'",5740036,424922,"t","f","f","f","f"
"'3444'",18783543,731521,"t","f","f","f","f"
"'3445'",12894392,585010,"t","f","f","f","f"
"'3447'",3943602,162478,"t","f","f","f","f"
"'3450'",2660245,147011,"t","f","f","f","f"
"'3451'",1987530,165532,"f","f","f","f","f"
"'3455'",3813119,133281,"t","f","f","f","f"
"'3456'",5449983,211951,"t","f","f","f","f"
"'3458'",12148253,1044895,"t","f","f","f","f"
"'3459'",7748435,705586,"t","f","f","t","f"
"'3460'",13424642,1159889,"t","f","f","t","f"
"'3461'",9043346,779205,"t","f","t","f","f"
"'3462'",119288287,2658425,"f","f","f","f","f"
"'3464'",32413189,1829675,"t","f","f","f","f"
"'3465'",5577408,532274,"t","f","f","f","f"
"'3466'",20624560,1330039,"f","f","f","t","f"
"'3467'",6301544,572490,"t","f","t","f","f"
"'3468'",6582983,462418,"t","f","t","t","f"
"'3469'",12714974,943608,"t","f","t","t","f"
"'3470'",14759965,787206,"t","f","f","f","f"
"'3471'",3478477,444481,"t","f","f","f","f"
"'3472'",1202839,43727,"t","f","f","f","f"
"'3474'",1722046,148887,"t","f","f","f","f"
"'3475'",27675116,1406257,"t","f","f","f","f"
"'3476'",8321363,389950,"t","f","f","f","f"
"'3477'",2737253,328782,"t","f","f","f","f"
"'3478'",2633143,79511,"t","f","f","f","f"
"'3480'",2515150,247922,"t","f","f","f","f"
"'3481'",18448960,968235,"t","f","f","f","f"
"'3482'",7609087,721267,"t","f","f","f","f"
"'3484'",2228358,87393,"f","f","f","t","f"
"'3488'",13647730,1053121,"f","f","f","t","f"
"'3489'",9768429,720174,"t","f","f","t","f"
"'3490'",2636660,90949,"f","f","f","t","f"
"'3491'",3258355,283686,"f","f","f","t","f"
"'3500'",2050168,101784,"f","f","f","t","f"
"'3501'",11456682,256008,"f","f","f","t","f"
"'3502'",15829634,692386,"f","t","f","t","f"
"'3503'",2723529,171490,"f","f","f","t","f"
"'3504'",4103040,217272,"f","t","f","f","f"
"'3505'",5588977,194502,"f","f","f","f","f"
"'3508'",1364554,83311,"f","f","f","f","f"
"'3509'",15233100,200607,"f","f","f","f","f"
"'3511'",2064292,107697,"t","f","f","f","f"
"'3520'",8183333,287293,"f","t","f","f","f"
"'3521'",1319840,112811,"f","t","f","f","f"
"'3523'",4061432,113028,"f","f","f","f","f"
"'3531'",1357872,74756,"f","f","f","f","f"
"'3534'",885735,95886,"f","t","f","f","f"
"'3536'",2450889,85928,"f","t","f","f","f"
"'3540'",3426828,99697,"f","f","f","f","f"
"'3541'",2186450,99793,"f","t","f","f","f"
"'3542'",3647023,113191,"f","f","f","f","f"
"'3543'",4570163,100908,"f","f","f","f","f"
"'3545'",1645347,56155,"f","f","f","f","f"
"'3548'",4561639,122094,"f","t","f","f","f"
"'3549'",3918052,149912,"f","f","f","f","f"
"'3551'",2467330,81030,"f","f","f","f","f"
"'3557'",7595879,649218,"f","f","f","t","f"
"'3558'",4632112,210534,"t","f","f","f","f"
"'3562'",2095987,148926,"f","t","f","f","f"
"'3563'",10800924,867128,"t","f","f","f","f"
"'3570'",1053936,78436,"f","f","f","t","f"
"'3573'",1493363,179611,"f","t","f","t","f"
"'3576'",2803799,295215,"f","f","f","t","f"
"'3581'",2575714,331237,"t","f","f","f","f"
"'3588'",9772870,794349,"t","f","f","f","f"
"'3612'",2866682,204060,"t","f","t","f","f"
"'3613'",3652742,371326,"t","f","f","f","f"
"'3616'",77044980,1139759,"t","f","t","f","f"
"'3617'",17847875,1035084,"f","f","t","f","f"
"'3619'",9122963,466478,"f","f","t","f","f"
"'3620'",3652789,221945,"t","f","f","f","f"
"'3621'",42041829,764355,"t","f","f","f","f"
"'3622'",2575843,88101,"t","f","f","f","f"
"'3624'",8422087,71504,"f","f","f","f","f"
"'3625'",6838329,125939,"t","f","f","f","f"
"'3627'",8977958,71781,"t","f","f","f","f"
"'3628'",10721611,184079,"f","f","f","f","f"
"'3635'",4606703,356744,"f","f","f","f","f"
"'3636'",5667405,69550,"f","f","f","f","f"
"'3637'",3943884,137120,"f","f","f","f","f"
"'3640'",8278515,77537,"t","f","f","f","f"
"'3646'",4556107,57548,"t","f","f","f","f"
"'3650'",10116691,177771,"t","f","f","f","f"
"'3657'",1117108,107534,"t","f","f","f","f"
"'3660'",20334013,352626,"f","f","f","f","f"
"'3665'",3809750,538433,"t","f","f","t","f"
"'3666'",12763478,414976,"t","f","t","f","f"
"'3667'",7126777,842466,"f","f","f","t","t"
"'3670'",18150407,759386,"f","f","f","f","t"
"'3671'",3944546,40922,"t","f","f","f","f"
"'3672'",2350678,140179,"f","f","f","t","f"
"'3673'",25457126,428090,"f","t","f","t","t"
"'3674'",5185955,247971,"f","t","f","t","f"
"'3676'",5153456,516270,"t","f","t","t","f"
"'3677'",3591252,218320,"t","f","f","t","f"
"'3678'",3167799,277779,"f","f","f","f","t"
"'3683'",10489671,96746,"t","f","f","f","f"
"'3685'",19311048,370366,"t","f","t","f","t"
"'3686'",25235821,837564,"f","t","t","f","f"
"'3688'",2186557,118139,"f","t","f","f","t"
"'3689'",6074127,259944,"t","f","t","f","f"
"'3691'",14463277,609041,"f","t","t","f","f"
"'3693'",46631194,1220850,"t","f","t","f","f"
"'3694'",10055791,413040,"t","f","t","f","f"
"'3696'",5543307,229400,"f","t","f","f","f"
"'3700'",12029065,379028,"f","f","t","f","f"
"'3701'",3378114,151784,"t","f","t","f","f"
"'3703'",11607449,300165,"f","t","f","f","f"
"'3705'",26330593,621350,"t","f","t","f","f"
"'3707'",42567694,864645,"f","t","t","t","f"
"'3708'",6782022,679409,"f","f","f","f","t"
"'3710'",5606977,466515,"f","f","f","f","t"
"'3711'",6675006,331061,"f","f","f","f","t"
"'3712'",24523330,776804,"f","f","f","f","t"
"'3714'",15272611,468796,"t","f","t","f","f"
"'3716'",13603788,1278078,"f","f","f","f","t"
"'3717'",13428949,455098,"f","f","f","f","f"
"'3718'",9549694,288962,"t","f","f","f","f"
"'3719'",17561803,602608,"f","f","f","f","f"
"'3720'",3615500,99234,"f","f","f","f","f"
"'3721'",11255892,288009,"f","f","f","f","f"
"'3722'",5089690,110089,"f","f","f","f","f"
"'3723'",1330228,41730,"f","f","f","f","f"
"'3729'",6907705,146051,"f","f","f","f","f"
"'3730'",18867149,905371,"f","t","t","f","f"
"'3732'",19262587,947140,"t","f","f","f","f"
"'3734'",3201027,168424,"t","f","f","f","f"
"'3737'",29003451,531793,"t","f","t","f","f"
"'3738'",4644931,304574,"f","t","f","f","f"
"'3739'",16808083,836424,"t","f","f","f","f"
"'3741'",5555847,173578,"t","f","f","f","f"
"'3743'",3822964,129109,"f","f","f","f","f"
"'3744'",5051653,252827,"t","f","t","f","f"
"'3747'",4443094,107841,"t","f","t","f","f"
"'3748'",8431185,527886,"t","f","t","t","f"
"'3749'",14790676,1032975,"t","f","f","t","f"
"'3750'",10071020,730194,"f","f","f","f","f"
"'3753'",12038945,615050,"t","f","t","f","f"
"'3754'",22396289,1047342,"t","f","f","t","f"
"'3756'",9688667,666023,"t","f","t","f","f"
"'3757'",7586950,462224,"f","f","t","f","f"
"'3758'",5557747,561883,"t","f","f","f","f"
"'3760'",3682879,296491,"f","f","f","t","f"
"'3761'",2194147,258300,"f","f","f","t","f"
"'3763'",13122481,765358,"f","f","f","t","f"
"'3764'",2380881,243554,"f","f","f","f","f"
"'3767'",17824494,627957,"t","f","t","f","f"
"'3768'",5317919,755599,"f","t","f","t","f"
"'3769'",13350647,615012,"t","t","t","f","f"
"'3773'",1874809,66201,"t","f","t","f","f"
"'3774'",9323341,590027,"t","f","f","f","f"
"'3776'",6397037,443577,"f","f","f","f","f"
"'3777'",13613947,611012,"t","f","f","f","f"
"'3779'",2895813,101495,"t","f","f","f","f"
"'3780'",4036434,112886,"f","f","f","f","f"
"'3781'",12117861,851578,"t","f","t","f","f"
"'3782'",4594710,100684,"f","f","f","f","f"
"'3783'",4078407,191491,"t","f","f","f","f"
"'3784'",1837343,105069,"t","f","f","f","f"
"'3785'",1808989,37457,"f","f","f","f","f"
"'3786'",3477257,132756,"f","f","f","f","f"
"'3788'",7831662,160375,"f","f","f","f","f"
"'3789'",2103687,162996,"f","f","f","f","f"
"'3791'",8331688,482308,"t","f","f","f","f"
"'3792'",11583495,429500,"f","f","f","f","f"
"'3795'",1854548,229525,"f","f","f","f","f"
"'3797'",12437848,535573,"t","f","t","f","f"
"'3798'",6936962,99713,"f","f","f","f","f"
"'3799'",3219362,74753,"f","f","f","f","f"
"'3800'",3491761,83494,"f","f","f","f","f"
"'3802'",3224833,78141,"f","f","f","f","f"
"'3805'",10289803,210849,"f","f","f","f","f"
"'3806'",7889784,125015,"f","f","f","f","f"
"'3807'",1142023,79616,"f","f","f","f","f"
"'3808'",1378853,24934,"f","f","f","f","f"
"'3809'",10296073,221313,"t","f","f","f","f"
"'3810'",5735632,118548,"f","f","f","f","f"
"'3812'",4562053,235090,"f","t","f","f","f"
"'3817'",10319431,238753,"t","t","f","f","f"
"'3820'",2398336,83026,"f","f","f","f","f"
"'3821'",1372187,74433,"f","f","f","f","f"
"'3822'",1631746,26140,"f","f","f","f","f"
"'3827'",5670726,112808,"t","f","f","f","f"
"'3833'",15548220,227783,"t","f","f","f","f"
"'3854'",3607222,368741,"f","t","f","f","f"
"'3855'",1203736,23772,"t","f","f","f","f"
"'3856'",6380603,604907,"t","f","f","t","f"
"'3858'",3199987,200912,"f","t","f","f","f"
"'3859'",23695668,1120914,"t","f","f","f","f"
"'3861'",9875718,650389,"f","f","f","f","f"
"'3864'",1129673,18042,"t","f","f","f","f"
"'3865'",1712773,125997,"t","f","f","t","f"
"'3868'",10159677,610818,"f","t","f","f","f"
"'3870'",4662453,107781,"f","f","t","f","f"
"'3871'",6116305,734429,"t","f","f","t","f"
"'3873'",23695668,1120914,"t","f","f","f","f"
"'3874'",1700193,159018,"f","f","f","f","f"
"'3875'",4785156,432453,"f","t","f","f","f"
"'3876'",4106365,458776,"t","f","f","t","f"
"'3877'",7903931,472398,"f","f","f","f","f"
"'3878'",6801535,718884,"f","f","f","t","f"
"'3879'",931454,121946,"t","f","f","t","f"
"'3881'",3333561,278168,"f","f","f","t","f"
"'3882'",4992997,328285,"f","f","f","f","f"
"'3884'",17799009,437476,"f","f","t","t","f"
"'3886'",7294290,367339,"f","f","f","f","f"
"'3888'",5304084,479939,"t","f","f","f","f"
"'3889'",8291485,667832,"t","f","f","t","f"
"'3890'",13580974,697659,"f","f","t","t","f"
"'3892'",10057874,260697,"t","f","f","f","f"
"'3893'",3681231,171585,"f","f","f","f","f"
"'3896'",5413146,767359,"f","f","f","f","f"
"'3900'",1988771,58132,"t","f","f","f","f"
"'3901'",16170884,323911,"f","f","f","f","f"
"'3902'",31744559,787935,"f","f","t","f","f"
"'3905'",5101848,145116,"f","f","f","f","f"
"'3906'",2403970,63952,"t","f","f","t","f"
"'3908'",4722766,67182,"t","f","f","t","f"
"'3909'",1370970,126740,"f","f","f","t","f"
"'3914'",1450769,129362,"f","t","f","t","f"
"'3915'",6516626,106585,"t","f","f","t","f"
"'3919'",7837237,105971,"t","f","f","f","f"
"'3920'",4823395,441848,"t","f","f","t","f"
"'3921'",4331977,426399,"t","f","f","t","f"
"'3922'",2150184,50516,"t","f","f","f","f"
"'3927'",4573027,271326,"t","f","f","f","f"
"'3928'",9902563,697031,"t","f","f","f","f"
"'3934'",4611143,608709,"t","f","f","t","f"
"'3940'",15607575,326205,"t","f","f","f","f"
"'3942'",991164,60693,"t","f","t","t","f"
"'3943'",7891475,284347,"f","f","f","f","f"
"'3944'",2051707,113246,"t","f","f","f","f"
"'3945'",14052105,690392,"t","f","t","f","f"
"'3946'",13802819,1055727,"t","f","f","f","f"
"'3947'",1970923,221006,"f","f","f","t","f"
"'3948'",1706760,190874,"f","f","f","t","f"
"'3955'",2009842,152937,"f","t","f","f","f"
"'3966'",5798141,383403,"f","f","f","t","f"
"'3973'",2556550,337151,"f","f","f","t","f"
"'3978'",3539602,610262,"f","t","f","t","f"
"'3980'",1895542,293333,"f","f","f","t","f"
"'3982'",4349419,507609,"f","t","f","t","f"
"'3983'",3471085,195362,"f","f","f","t","f"
"'3985'",409854,120063,"f","t","f","f","f"
"'3987'",6127535,729663,"t","f","f","t","f"
"'3988'",3255880,157782,"f","t","f","t","f"
"'3992'",9389011,777253,"f","t","f","t","f"
"'3993'",2756234,244246,"t","f","f","f","f"
"'3994'",1561414,184049,"f","f","f","t","f"
"'3995'",10289408,473919,"f","t","f","f","t"
"'3997'",5802751,126824,"f","f","f","f","f"
"'4003'",4528123,96677,"f","f","f","f","f"
"'4004'",5345152,125507,"f","f","f","f","f"
"'4021'",2248789,80379,"f","f","f","f","f"
"'4022'",5891542,395349,"t","t","f","t","f"
"'4024'",11582006,1063388,"f","t","f","f","f"
"'4025'",11405331,572930,"f","t","t","f","f"
"'4027'",7878642,561750,"f","t","f","f","f"
"'4028'",15039025,739218,"f","t","f","t","f"
"'4029'",9889430,602835,"f","t","f","f","f"
"'4031'",3637167,386063,"t","f","f","f","f"
"'4032'",3124615,245966,"f","t","f","t","f"
"'4033'",1933254,273875,"f","t","f","f","f"
"'4036'",7199687,559344,"f","t","f","f","f"
"'4037'",6968229,526022,"f","f","f","f","f"
"'4043'",2498226,316409,"f","t","f","f","f"
"'4048'",2272444,125424,"t","f","t","f","f"
"'4049'",3435418,239695,"f","t","f","f","f"
"'4051'",16023529,420670,"t","f","f","f","f"
"'4053'",7257213,223442,"f","f","t","f","f"
"'4057'",1478129,46051,"f","t","f","f","f"
"'4058'",16250056,378197,"t","f","t","f","f"
"'4059'",7961531,331169,"t","f","t","f","f"
"'4062'",3286452,243224,"f","f","f","f","f"
"'4064'",12210295,487015,"t","f","t","f","f"
"'4069'",20868135,1088879,"t","f","t","f","f"
"'4073'",3681793,229446,"t","f","t","t","f"
"'4074'",23126227,766703,"t","f","t","f","f"
"'4077'",1649476,63497,"f","f","f","f","f"
"'4079'",52631870,1212348,"t","f","t","f","f"
"'4081'",2470610,91724,"t","t","f","f","f"
"'4082'",4071887,197259,"t","f","t","f","f"
"'4087'",7877290,196686,"t","f","f","f","f"
"'4089'",23758657,1193795,"t","f","t","f","f"
"'4092'",21025028,724477,"t","f","t","f","f"
"'4094'",3023316,143705,"f","f","f","f","f"
"'4096'",5746004,139004,"f","f","f","f","f"
"'4097'",3882948,109025,"t","f","f","f","f"
"'4099'",5170236,137575,"t","f","f","f","f"
"'4100'",5595904,140553,"t","f","f","f","f"
"'4101'",2345819,69450,"f","f","f","f","f"
"'4102'",3837749,92594,"t","f","f","f","f"
"'4103'",10885636,379477,"f","f","f","f","f"
"'4104'",9071107,382458,"t","f","f","f","f"
"'4105'",2431738,800434,"t","f","f","f","f"
"'4107'",1444146,56161,"f","f","f","f","f"
"'4108'",14895612,433439,"f","t","f","f","f"
"'4109'",12387196,670652,"t","f","t","f","f"
"'4111'",3380635,191989,"f","f","t","t","f"
"'4113'",20071344,1036375,"f","t","f","f","f"
"'4114'",8634258,543161,"t","f","t","f","f"
"'4115'",13637390,887893,"t","f","t","f","f"
"'4116'",3780082,309590,"t","f","t","f","f"
"'4117'",4003749,173721,"f","t","f","f","f"
"'4118'",46346632,1769094,"f","t","t","t","f"
"'4119'",3112612,97610,"t","t","t","f","f"
