"userid","gender","age","country","year"
"'95800'","m",38,"'France'","'2007'"
"'95840'","f",21,"'Greece'","'2009'"
"'95850'","o",0,"'United States'","'2007'"
"'95857'","m",19,"'United Kingdom'","'2008'"
"'95860'","f",20,"'United Kingdom'","'2007'"
"'95862'","f",17,"'Australia'","'2006'"
"'95877'","f",24,"'Bulgaria'","'2008'"
"'95885'","m",34,"'Netherlands'","'2006'"
"'95898'","m",26,"'Belgium'","'2006'"
"'95905'","o",26,"'Russian Federation'","'2008'"
"'95921'","m",28,"'United Kingdom'","'2008'"
"'95932'","m",18,"'United States'","'2005'"
"'95942'","m",26,"'United Kingdom'","'2008'"
"'95953'","f",0,"'Bulgaria'","'2006'"
"'95972'","m",20,"'Poland'","'2007'"
"'95973'","f",20,"'United States'","'2006'"
"'95974'","m",0,"'China'","'2008'"
"'95975'","f",16,"'Sweden'","'2008'"
"'95978'","f",18,"'United States'","'2007'"
"'95998'","m",21,"'Netherlands'","'2007'"
"'96005'","m",19,"'Israel'","'2007'"
"'96007'","f",19,"'Bulgaria'","'2006'"
"'96029'","f",0,"'Brazil'","'2008'"
"'96032'","f",20,"'Spain'","'2008'"
"'96033'","m",28,"'United Kingdom'","'2008'"
"'96047'","m",23,"'Germany'","'2005'"
"'96055'","f",16,"'Canada'","'2008'"
"'96063'","m",27,"'Netherlands'","'2005'"
"'96077'","m",22,"'United States'","'2006'"
"'96096'","m",16,"'United Kingdom'","'2006'"
"'96100'","m",16,"'Germany'","'2008'"
"'96103'","f",0,"'Sweden'","'2007'"
"'96110'","m",21,"'Germany'","'2007'"
"'96128'","m",20,"'Russian Federation'","'2008'"
"'96130'","m",19,"'Germany'","'2008'"
"'96137'","m",31,"'Spain'","'2005'"
"'96140'","f",0,"'United States'","'2005'"
"'96151'","o",0,"'United States'","'2008'"
"'96160'","m",26,"'Germany'","'2007'"
"'96175'","m",22,"'Slovakia'","'2008'"
"'96180'","f",20,"'United States'","'2006'"
"'96196'","m",0,"'Netherlands'","'2008'"
"'96205'","m",17,"'France'","'2008'"
"'96218'","f",0,"'United Kingdom'","'2008'"
"'96242'","m",38,"'Netherlands'","'2008'"
"'96276'","m",24,"'United States'","'2004'"
"'96287'","f",0,"'Germany'","'2006'"
"'96291'","m",41,"'Sweden'","'2006'"
"'96293'","m",58,"'Spain'","'2009'"
"'96296'","m",25,"'United Kingdom'","'2008'"
"'96313'","m",28,"'Sweden'","'2006'"
"'96318'","m",25,"'United States'","'2005'"
"'96321'","f",18,"'Poland'","'2008'"
"'96324'","m",0,"'Ireland'","'2006'"
"'96325'","m",31,"'United States'","'2008'"
"'96343'","f",0,"'United States'","'2008'"
"'96345'","m",0,"'United States'","'2008'"
"'96351'","o",21,"'Portugal'","'2008'"
"'96376'","f",23,"'Turkey'","'2007'"
"'96384'","f",25,"'Turkey'","'2007'"
"'96392'","m",18,"'Bulgaria'","'2007'"
"'96394'","f",21,"'United Kingdom'","'2006'"
"'96402'","m",0,"'Denmark'","'2005'"
"'96409'","m",18,"'United States'","'2005'"
"'96414'","f",20,"'Brazil'","'2005'"
"'96423'","m",16,"'Brazil'","'2008'"
"'96424'","m",25,"'Germany'","'2007'"
"'96425'","o",0,"'United States'","'2009'"
"'96447'","m",18,"'United States'","'2008'"
"'96472'","m",0,"'Sweden'","'2007'"
"'96484'","m",0,"'United States'","'2005'"
"'96492'","m",31,"'Greece'","'2009'"
"'96518'","m",29,"'United Kingdom'","'2008'"
"'96519'","m",25,"'United States'","'2005'"
"'96521'","m",27,"'United States'","'2007'"
"'96523'","m",19,"'Austria'","'2006'"
"'96526'","f",20,"'Poland'","'2007'"
"'96528'","o",0,"'New Zealand'","'2006'"
"'96537'","f",23,"'United Kingdom'","'2008'"
"'96547'","m",24,"'Russian Federation'","'2008'"
"'96568'","m",0,"'United States'","'2006'"
"'96597'","m",20,"'France'","'2007'"
"'96601'","o",19,"'Poland'","'2007'"
"'96613'","m",22,"'Germany'","'2007'"
"'96619'","o",100,"'United States'","'2005'"
"'96626'","m",24,"'India'","'2007'"
"'96644'","m",21,"'Australia'","'2007'"
"'96659'","m",20,"'Austria'","'2006'"
"'96690'","m",0,"'Sweden'","'2006'"
"'96693'","m",22,"'United States'","'2006'"
"'96695'","m",0,"'Spain'","'2008'"
"'96697'","m",29,"'United States'","'2004'"
"'96702'","f",19,"'Finland'","'2008'"
"'96704'","f",22,"'United States'","'2008'"
"'96708'","f",27,"'Canada'","'2008'"
"'96709'","f",28,"'United States'","'2005'"
"'96715'","m",24,"'United Kingdom'","'2006'"
"'96716'","m",0,"'Germany'","'2007'"
"'96717'","m",17,"'Brazil'","'2008'"
"'96726'","m",20,"'Germany'","'2006'"
"'96730'","o",34,"'United States'","'2006'"
"'96732'","m",0,"'India'","'2007'"
"'96735'","f",24,"'Australia'","'2006'"
"'96736'","o",0,"'Peru'","'2007'"
"'96751'","m",19,"'United States'","'2006'"
"'96752'","m",23,"'Brazil'","'2006'"
"'96761'","m",31,"'Germany'","'2006'"
"'96767'","m",23,"'Germany'","'2007'"
"'96780'","m",21,"'Finland'","'2004'"
"'96787'","m",21,"'Australia'","'2006'"
"'96799'","m",23,"'Spain'","'2008'"
"'96803'","m",25,"'Germany'","'2005'"
"'96814'","m",17,"'Finland'","'2008'"
"'96818'","f",19,"'Austria'","'2007'"
"'96829'","f",14,"'United Kingdom'","'2008'"
"'96835'","f",22,"'United States'","'2007'"
"'96851'","f",25,"'Spain'","'2008'"
"'96856'","m",22,"'Turkey'","'2006'"
"'96860'","f",21,"'United States'","'2006'"
"'96867'","m",25,"'France'","'2006'"
"'96875'","m",19,"'Czech Republic'","'2007'"
"'96887'","m",0,"'United States'","'2006'"
"'96889'","m",23,"'United States'","'2007'"
"'96894'","m",21,"'Germany'","'2006'"
"'96904'","m",19,"'Australia'","'2007'"
"'96906'","m",21,"'Sweden'","'2006'"
"'96911'","m",30,"'Romania'","'2005'"
"'96926'","m",0,"'Poland'","'2008'"
"'96937'","f",34,"'Spain'","'2007'"
"'96944'","m",0,"'Poland'","'2008'"
"'96965'","m",0,"'Germany'","'2008'"
"'96972'","m",23,"'Poland'","'2007'"
"'96993'","m",41,"'Australia'","'2005'"
"'96998'","m",33,"'Colombia'","'2007'"
"'97016'","m",19,"'Venezuela'","'2009'"
"'97032'","m",29,"'Italy'","'2008'"
"'97064'","m",39,"'Denmark'","'2006'"
"'97073'","m",18,"'Russian Federation'","'2008'"
"'97075'","m",32,"'Spain'","'2007'"
"'97108'","m",0,"'Japan'","'2005'"
"'97114'","m",24,"'Ireland'","'2008'"
"'97115'","f",17,"'United States'","'2008'"
"'97127'","f",23,"'Portugal'","'2006'"
"'97128'","f",22,"'Germany'","'2007'"
"'97131'","m",27,"'Colombia'","'2006'"
"'97133'","o",0,"'Switzerland'","'2008'"
"'97137'","m",25,"'United States'","'2005'"
"'97144'","m",0,"'Japan'","'2008'"
"'97150'","m",24,"'Brazil'","'2007'"
"'97153'","m",19,"'Finland'","'2007'"
"'97166'","m",22,"'Poland'","'2006'"
"'97206'","m",36,"'Russian Federation'","'2006'"
"'97214'","f",21,"'Poland'","'2007'"
"'97221'","m",32,"'United States'","'2006'"
"'97232'","m",34,"'Russian Federation'","'2007'"
"'97236'","m",0,"'Denmark'","'2003'"
"'97241'","m",0,"'Canada'","'2006'"
"'97250'","o",17,"'Brazil'","'2008'"
"'97251'","f",19,"'Netherlands'","'2008'"
"'97253'","f",23,"'Germany'","'2006'"
"'97257'","m",22,"'France'","'2007'"
"'97271'","m",0,"'Spain'","'2008'"
"'97272'","m",23,"'Poland'","'2005'"
"'97276'","m",36,"'Germany'","'2007'"
"'97307'","f",33,"'United States'","'2008'"
"'97315'","m",26,"'Australia'","'2006'"
"'97320'","m",21,"'Poland'","'2008'"
"'97325'","f",25,"'United Kingdom'","'2005'"
"'97328'","m",46,"'United Kingdom'","'2007'"
"'97331'","m",23,"'Netherlands'","'2006'"
"'97332'","f",18,"'United States'","'2007'"
"'97359'","f",20,"'United States'","'2008'"
"'97364'","f",36,"'United States'","'2007'"
"'97371'","f",18,"'Denmark'","'2008'"
"'97376'","m",0,"'Turkey'","'2007'"
"'97387'","f",30,"'United Kingdom'","'2007'"
"'97394'","f",24,"'United States'","'2005'"
"'97405'","m",28,"'United States'","'2007'"
"'97408'","m",0,"'Russian Federation'","'2007'"
"'97453'","f",0,"'Poland'","'2008'"
"'97472'","f",16,"'Australia'","'2008'"
"'97482'","m",0,"'United Kingdom'","'2006'"
"'97497'","m",30,"'Germany'","'2007'"
"'97517'","m",21,"'United Kingdom'","'2008'"
"'97530'","f",18,"'Poland'","'2007'"
"'97550'","m",24,"'United States'","'2005'"
"'97568'","m",0,"'Brazil'","'2006'"
"'97577'","f",17,"'Germany'","'2007'"
"'97578'","m",23,"'Italy'","'2005'"
"'97581'","f",24,"'United States'","'2008'"
"'97583'","m",26,"'Finland'","'2005'"
"'97595'","m",25,"'United Kingdom'","'2007'"
"'97600'","f",19,"'Sweden'","'2007'"
"'97602'","f",0,"'Portugal'","'2006'"
"'97610'","m",20,"'Australia'","'2008'"
"'97620'","m",24,"'United States'","'2005'"
"'97624'","m",35,"'Germany'","'2006'"
"'97643'","f",0,"'Russian Federation'","'2007'"
"'97649'","f",26,"'United States'","'2005'"
"'97658'","m",0,"'India'","'2007'"
"'97661'","f",21,"'United States'","'2007'"
"'97685'","m",23,"'Sweden'","'2007'"
"'97700'","m",17,"'Netherlands'","'2008'"
"'97702'","m",20,"'Germany'","'2007'"
"'97718'","m",27,"'Spain'","'2008'"
"'97721'","m",20,"'United States'","'2006'"
"'97722'","m",19,"'Netherlands'","'2007'"
"'97738'","m",0,"'Germany'","'2006'"
"'97747'","m",19,"'Netherlands'","'2008'"
"'97755'","m",29,"'Brazil'","'2007'"
"'97764'","m",21,"'Thailand'","'2007'"
"'97781'","m",0,"'Netherlands'","'2008'"
"'97785'","m",32,"'New Zealand'","'2004'"
"'97793'","f",25,"'United States'","'2006'"
"'97800'","m",17,"'Slovenia'","'2006'"
"'97804'","m",18,"'United States'","'2007'"
"'97807'","f",19,"'Russian Federation'","'2009'"
"'97810'","o",0,"'United States'","'2007'"
"'97815'","o",0,"'Italy'","'2009'"
"'97827'","f",19,"'United States'","'2008'"
"'97840'","o",0,"'Germany'","'2007'"
"'97847'","o",0,"'United States'","'2008'"
"'97856'","m",24,"'Germany'","'2006'"
"'97858'","m",25,"'Spain'","'2007'"
"'97871'","m",19,"'United States'","'2006'"
"'97880'","m",20,"'Australia'","'2007'"
"'97887'","m",22,"'Finland'","'2008'"
"'97890'","o",25,"'France'","'2007'"
"'97895'","m",42,"'Netherlands'","'2007'"
"'97896'","m",29,"'United Kingdom'","'2007'"
"'97901'","f",19,"'United States'","'2006'"
"'97918'","m",18,"'United States'","'2007'"
"'97939'","f",2,"'United States'","'2005'"
"'97944'","m",0,"'Austria'","'2005'"
"'97962'","f",23,"'Ukraine'","'2007'"
"'97971'","m",28,"'Spain'","'2008'"
"'97995'","m",23,"'Latvia'","'2007'"
"'98008'","m",23,"'Netherlands'","'2005'"
"'98016'","m",21,"'Sweden'","'2008'"
"'98034'","f",28,"'Mexico'","'2008'"
"'98050'","f",21,"'Switzerland'","'2008'"
"'98068'","f",0,"'Germany'","'2009'"
"'98084'","o",31,"'United States'","'2004'"
"'98087'","f",20,"'Germany'","'2008'"
"'98092'","m",26,"'Finland'","'2007'"
"'98094'","m",19,"'United States'","'2008'"
"'98098'","m",21,"'United States'","'2006'"
"'98106'","m",27,"'Brazil'","'2006'"
"'98107'","f",0,"'Germany'","'2008'"
"'98113'","m",24,"'Netherlands'","'2007'"
"'98124'","f",23,"'United States'","'2008'"
"'98132'","m",65,"'Switzerland'","'2008'"
"'98147'","m",0,"'United Kingdom'","'2008'"
"'98175'","m",22,"'Germany'","'2007'"
"'98180'","m",0,"'Australia'","'2005'"
"'98186'","m",24,"'United States'","'2009'"
"'98196'","m",24,"'Russian Federation'","'2008'"
"'98227'","m",0,"'Czech Republic'","'2006'"
"'98239'","m",17,"'Israel'","'2007'"
"'98247'","m",22,"'United States'","'2004'"
"'98249'","o",0,"'Poland'","'2006'"
"'98269'","m",0,"'Switzerland'","'2006'"
"'98277'","o",20,"'United States'","'2008'"
"'98282'","m",22,"'Ukraine'","'2008'"
"'98285'","m",24,"'United States'","'2006'"
"'98297'","m",23,"'Russian Federation'","'2004'"
"'98319'","m",24,"'United Kingdom'","'2006'"
"'98327'","m",45,"'Netherlands'","'2005'"
"'98337'","m",27,"'Costa Rica'","'2005'"
"'98358'","f",22,"'United States'","'2006'"
"'98365'","m",0,"'United Kingdom'","'2007'"
"'98366'","m",19,"'United States'","'2007'"
"'98368'","m",25,"'United Kingdom'","'2006'"
"'98406'","m",0,"'Australia'","'2006'"
"'98409'","m",22,"'Ukraine'","'2008'"
"'98415'","o",0,"'Norway'","'2009'"
"'98439'","m",21,"'Sweden'","'2008'"
"'98445'","m",24,"'Canada'","'2007'"
"'98456'","m",20,"'Sweden'","'2005'"
"'98470'","m",0,"'Denmark'","'2007'"
"'98493'","m",43,"'United States'","'2008'"
"'98495'","m",20,"'Poland'","'2008'"
"'98499'","f",35,"'United States'","'2006'"
"'98504'","m",0,"'Portugal'","'2007'"
"'98520'","m",19,"'Brazil'","'2008'"
"'98528'","f",26,"'Canada'","'2008'"
"'98529'","f",25,"'United States'","'2006'"
"'98539'","m",0,"'United States'","'2008'"
"'98545'","m",44,"'United Kingdom'","'2007'"
"'98559'","m",20,"'Belgium'","'2009'"
"'98565'","f",29,"'United States'","'2008'"
"'98572'","m",22,"'United States'","'2004'"
"'98588'","m",23,"'Portugal'","'2008'"
"'98596'","m",29,"'Sweden'","'2006'"
"'98604'","m",27,"'United Kingdom'","'2007'"
"'98608'","m",55,"'Peru'","'2007'"
"'98610'","m",22,"'United States'","'2007'"
"'98611'","m",31,"'Norway'","'2006'"
"'98620'","m",32,"'Sweden'","'2007'"
"'98624'","m",20,"'Mexico'","'2007'"
"'98634'","m",23,"'Germany'","'2007'"
"'98661'","m",20,"'Lithuania'","'2006'"
"'98667'","m",23,"'Finland'","'2007'"
"'98684'","m",33,"'United Kingdom'","'2006'"
"'98686'","m",20,"'Canada'","'2007'"
"'98693'","f",21,"'Australia'","'2006'"
"'98697'","m",0,"'Canada'","'2007'"
"'98705'","f",19,"'Turkey'","'2007'"
"'98708'","o",0,"'United States'","'2008'"
"'98720'","f",22,"'Poland'","'2008'"
"'98749'","m",38,"'Brazil'","'2009'"
"'98762'","m",42,"'United Kingdom'","'2006'"
"'98764'","m",26,"'Italy'","'2008'"
"'98777'","f",0,"'Canada'","'2006'"
"'98779'","m",30,"'Netherlands'","'2007'"
"'98780'","m",25,"'Belgium'","'2008'"
"'98781'","m",20,"'United States'","'2005'"
"'98782'","o",0,"'Spain'","'2008'"
"'98815'","m",16,"'Finland'","'2009'"
"'98841'","m",0,"'United Kingdom'","'2005'"
"'98848'","f",17,"'Peru'","'2008'"
"'98854'","m",34,"'Germany'","'2007'"
"'98857'","m",23,"'United States'","'2008'"
"'98858'","m",23,"'Germany'","'2006'"
"'98865'","m",40,"'Germany'","'2008'"
"'98874'","m",0,"'United States'","'2008'"
"'98888'","m",0,"'Turkey'","'2007'"
"'98903'","m",36,"'United States'","'2007'"
"'98906'","m",38,"'United Kingdom'","'2007'"
"'98909'","m",19,"'Brazil'","'2006'"
"'98931'","m",17,"'Netherlands'","'2008'"
"'98934'","m",28,"'Spain'","'2007'"
"'98936'","o",26,"'Spain'","'2007'"
"'98950'","m",24,"'United Kingdom'","'2008'"
"'98961'","m",31,"'United Kingdom'","'2006'"
"'98965'","m",39,"'United Kingdom'","'2008'"
"'98995'","f",20,"'United States'","'2008'"
"'99003'","m",24,"'Canada'","'2008'"
"'99013'","m",25,"'Israel'","'2007'"
"'99018'","m",21,"'United States'","'2006'"
"'99024'","f",26,"'Sweden'","'2008'"
"'99025'","m",20,"'United States'","'2006'"
"'99065'","f",26,"'Australia'","'2008'"
"'99066'","o",0,"'Belgium'","'2007'"
"'99076'","m",19,"'Switzerland'","'2008'"
"'99081'","m",16,"'Portugal'","'2007'"
"'99084'","m",22,"'United Kingdom'","'2006'"
"'99091'","f",20,"'United Kingdom'","'2008'"
"'99095'","m",21,"'Uzbekistan'","'2005'"
"'99099'","m",28,"'Mexico'","'2008'"
"'99101'","f",22,"'Canada'","'2006'"
"'99104'","m",22,"'Brazil'","'2007'"
"'99110'","m",0,"'United Kingdom'","'2005'"
"'99111'","o",23,"'United States'","'2009'"
"'99122'","m",35,"'Portugal'","'2007'"
"'99124'","f",39,"'United Kingdom'","'2006'"
"'99146'","m",0,"'Venezuela'","'2009'"
"'99157'","o",25,"'United States'","'2005'"
"'99172'","m",32,"'Belgium'","'2006'"
"'99180'","m",31,"'Turkey'","'2005'"
"'99200'","m",19,"'United States'","'2008'"
"'99201'","o",25,"'Spain'","'2005'"
"'99202'","m",19,"'United States'","'2008'"
"'99203'","m",25,"'Poland'","'2006'"
"'99221'","m",22,"'Chile'","'2008'"
"'99224'","m",19,"'United Kingdom'","'2007'"
"'99249'","o",22,"'Canada'","'2005'"
"'99254'","m",16,"'Denmark'","'2008'"
"'99259'","m",17,"'Netherlands'","'2007'"
"'99266'","o",33,"'Spain'","'2008'"
"'99291'","m",37,"'China'","'2007'"
"'99329'","m",0,"'India'","'2008'"
"'99336'","m",28,"'Finland'","'2007'"
"'99348'","o",0,"'Sweden'","'2008'"
"'99352'","o",0,"'United States'","'2008'"
"'99353'","f",16,"'United States'","'2008'"
"'99369'","m",41,"'United States'","'2006'"
"'99382'","m",25,"'Egypt'","'2007'"
"'99387'","m",45,"'Germany'","'2007'"
"'99388'","m",23,"'Germany'","'2007'"
"'99394'","m",31,"'Germany'","'2006'"
"'99410'","f",27,"'United States'","'2003'"
"'99427'","f",0,"'Italy'","'2008'"
"'99439'","f",24,"'Finland'","'2007'"
"'99452'","m",20,"'United States'","'2008'"
"'99455'","m",0,"'Estonia'","'2009'"
"'99469'","f",27,"'Belgium'","'2008'"
"'99473'","m",22,"'Germany'","'2005'"
"'99498'","m",27,"'United Kingdom'","'2008'"
"'99522'","m",29,"'Australia'","'2007'"
"'99530'","m",26,"'Sweden'","'2004'"
"'99536'","m",20,"'United States'","'2006'"
"'99539'","m",30,"'Australia'","'2006'"
"'99561'","m",27,"'Belgium'","'2006'"
"'99564'","m",29,"'United States'","'2005'"
"'99580'","m",18,"'Cocos (Keeling) Islands'","'2007'"
"'99605'","m",0,"'Spain'","'2007'"
"'99630'","o",20,"'United States'","'2005'"
"'99638'","m",22,"'United States'","'2006'"
"'99641'","m",25,"'Japan'","'2006'"
"'99656'","m",20,"'United States'","'2007'"
"'99670'","f",23,"'Poland'","'2006'"
"'99672'","f",0,"'Italy'","'2007'"
"'99675'","m",23,"'United Kingdom'","'2008'"
"'99696'","m",17,"'Norway'","'2007'"
"'99699'","m",27,"'Switzerland'","'2005'"
"'99709'","m",27,"'Brazil'","'2006'"
"'99735'","m",21,"'Poland'","'2008'"
"'99757'","m",22,"'Czech Republic'","'2007'"
"'99763'","m",26,"'United States'","'2008'"
"'99799'","m",21,"'Bulgaria'","'2007'"
"'99802'","f",27,"'United States'","'2005'"
"'99813'","m",28,"'Australia'","'2007'"
"'99814'","o",29,"'United States'","'2005'"
"'99817'","m",31,"'United Kingdom'","'2007'"
"'99823'","m",28,"'Germany'","'2007'"
"'99832'","m",23,"'France'","'2006'"
"'99859'","f",21,"'Ireland'","'2005'"
"'99866'","m",0,"'United States'","'2006'"
"'99889'","m",24,"'France'","'2007'"
"'99903'","f",0,"'Peru'","'2006'"
"'99930'","f",17,"'Lithuania'","'2008'"
"'99940'","m",22,"'Croatia'","'2007'"
"'99961'","m",22,"'Venezuela'","'2008'"
"'99980'","m",28,"'United Kingdom'","'2006'"
"'100001'","m",0,"'United States'","'2006'"
"'100006'","o",19,"'United States'","'2007'"
"'100009'","m",17,"'Poland'","'2007'"
"'100021'","m",29,"'Italy'","'2006'"
"'100033'","m",33,"'Spain'","'2007'"
"'100042'","m",19,"'United States'","'2005'"
"'100045'","m",27,"'Bosnia and Herzegovina'","'2007'"
"'100051'","f",30,"'United States'","'2007'"
"'100052'","m",27,"'Brazil'","'2006'"
"'100054'","f",34,"'United Kingdom'","'2005'"
"'100061'","m",19,"'United States'","'2006'"
"'100067'","m",0,"'Norway'","'2006'"
"'100074'","o",41,"'Canada'","'2003'"
"'100080'","m",19,"'United States'","'2006'"
"'100092'","m",23,"'Mexico'","'2007'"
"'100102'","f",21,"'Poland'","'2009'"
"'100103'","m",28,"'Portugal'","'2007'"
"'100114'","m",37,"'Germany'","'2008'"
"'100116'","f",21,"'Canada'","'2006'"
"'100119'","f",0,"'United Kingdom'","'2006'"
"'100124'","o",21,"'Sweden'","'2008'"
"'100135'","m",19,"'United States'","'2008'"
"'100138'","f",22,"'Costa Rica'","'2007'"
"'100139'","m",25,"'Switzerland'","'2006'"
"'100144'","m",30,"'Thailand'","'2008'"
"'100152'","m",44,"'Germany'","'2006'"
"'100158'","m",21,"'Bulgaria'","'2005'"
"'100163'","m",0,"'France'","'2008'"
"'100175'","m",28,"'United States'","'2006'"
"'100179'","f",24,"'Switzerland'","'2006'"
"'100189'","m",31,"'Italy'","'2008'"
"'100195'","m",30,"'Poland'","'2005'"
"'100201'","m",0,"'Spain'","'2008'"
"'100208'","f",26,"'United Kingdom'","'2006'"
"'100211'","o",33,"'United States'","'2006'"
"'100218'","o",23,"'Russian Federation'","'2006'"
"'100224'","m",0,"'Mexico'","'2006'"
"'100225'","m",20,"'United States'","'2007'"
"'100233'","f",21,"'Australia'","'2005'"
"'100236'","f",22,"'Netherlands'","'2007'"
"'100239'","m",20,"'Latvia'","'2007'"
"'100241'","m",21,"'New Zealand'","'2008'"
"'100242'","f",15,"'Poland'","'2008'"
"'100243'","m",21,"'Canada'","'2006'"
"'100253'","m",16,"'Romania'","'2007'"
"'100259'","m",39,"'United States'","'2008'"
"'100260'","m",18,"'Russian Federation'","'2007'"
"'100276'","m",24,"'Spain'","'2007'"
"'100285'","m",0,"'Sweden'","'2008'"
"'100288'","m",24,"'Poland'","'2008'"
"'100290'","m",45,"'United States'","'2007'"
"'100304'","m",26,"'Russian Federation'","'2007'"
"'100313'","m",41,"'Brazil'","'2009'"
"'100317'","f",19,"'Finland'","'2007'"
"'100319'","f",19,"'Russian Federation'","'2007'"
"'100320'","m",27,"'Sweden'","'2007'"
"'100330'","m",18,"'Finland'","'2007'"
"'100331'","f",22,"'United States'","'2007'"
"'100334'","m",0,"'Italy'","'2008'"
"'100337'","m",24,"'Finland'","'2005'"
"'100340'","f",20,"'Netherlands'","'2006'"
"'100347'","m",22,"'Ukraine'","'2007'"
"'100350'","m",23,"'United States'","'2008'"
"'100351'","m",22,"'Germany'","'2007'"
"'100352'","f",0,"'Netherlands'","'2007'"
"'100354'","m",26,"'Argentina'","'2006'"
"'100361'","m",0,"'United Kingdom'","'2008'"
"'100371'","m",20,"'United States'","'2007'"
"'100377'","m",0,"'Spain'","'2007'"
"'100384'","m",37,"'Spain'","'2006'"
"'100392'","m",26,"'Sweden'","'2005'"
"'100395'","m",21,"'Poland'","'2007'"
"'100399'","m",0,"'Canada'","'2008'"
"'100405'","m",16,"'Norway'","'2007'"
"'100409'","m",28,"'United Kingdom'","'2005'"
"'100419'","o",18,"'United Kingdom'","'2007'"
"'100428'","m",0,"'United States'","'2007'"
"'100429'","m",19,"'Ireland'","'2007'"
"'100435'","f",17,"'United States'","'2006'"
"'100440'","f",20,"'Sweden'","'2008'"
"'100448'","m",27,"'United Kingdom'","'2006'"
"'100449'","m",40,"'United States'","'2008'"
"'100455'","f",0,"'United Kingdom'","'2007'"
"'100460'","f",16,"'United Kingdom'","'2008'"
"'100464'","o",27,"'United States'","'2006'"
"'100467'","f",28,"'United Kingdom'","'2007'"
"'100468'","f",23,"'Romania'","'2007'"
"'100474'","m",20,"'United States'","'2005'"
"'100475'","m",0,"'France'","'2008'"
"'100496'","f",0,"'France'","'2006'"
"'100497'","m",22,"'United States'","'2009'"
"'100506'","m",0,"'Germany'","'2006'"
"'100508'","m",0,"'Spain'","'2008'"
"'100518'","m",19,"'Turkey'","'2006'"
"'100522'","m",0,"'Brazil'","'2008'"
"'100525'","m",34,"'Greece'","'2007'"
