purchaseid,temperature_avg,temperature_stdev,fuel_price_avg,fuel_price_stdev,cpi_avg,cpi_stdev,unemployment_avg,unemployment_stdev,holidayfreq
'10-10',10-10,62.3866666666667,4.13681439435359,3.53233333333333,0.486902796596335,128.5809275,2.07569326947451,8.60433333333333,0.996865253348364,7
'10-11',10-11,67.3233333333333,4.51887522878556,3.758,0.593456822355258,128.633495666667,2.13463322515064,8.60433333333333,0.996865253348364,7
'10-12',10-12,61.83,4.97705736354317,3.68466666666667,0.619594491045014,128.661347666667,2.21300345163935,8.60433333333333,0.996865253348364,7
'10-13',10-13,68.44,1.15169440391127,3.72366666666667,0.595971755482868,128.689199666667,2.29341952292811,8.521,0.989776237338518,7
'10-14',10-14,70.0266666666667,3.63197375174056,3.74233333333333,0.581205930228978,128.717051633333,2.37567383464001,8.46666666666667,1.07126156158677,7
'10-15',10-15,68.4033333333333,6.61767582564563,3.82933333333333,0.598364715982932,128.742427233333,2.45405820922046,8.46666666666667,1.07126156158677,7
'10-16',10-16,74,5.54300460039487,3.716,0.525186633493276,128.752340133333,2.47272806503973,8.46666666666667,1.07126156158677,7
'10-17',10-17,76.72,3.36527859173605,3.76566666666667,0.613666304544521,128.762253066667,2.49173212491912,8.46666666666667,1.07126156158677,7
'10-18',10-18,77.8,4.67901699077939,3.73066666666667,0.687194538201034,128.772165933333,2.51106270137946,8.46666666666667,1.07126156158677,7
'10-19',10-19,79.9133333333333,8.50790416808593,3.815,0.65649600151105,128.782078833333,2.53071236903848,8.46666666666667,1.07126156158677,7
'10-20',10-20,80.4333333333333,6.81972384582642,3.74433333333333,0.718711578683228,128.762666666667,2.5068605335367,8.46666666666667,1.07126156158677,7
'10-21',10-21,84.99,5.91892726767285,3.71466666666667,0.554720049514473,128.739243,2.46700808637831,8.46666666666667,1.07126156158677,7
'10-22',10-22,84.94,6.94412701496759,3.716,0.667343240019707,128.715819366667,2.42722790902938,8.35833333333333,0.916065681779054,7
'10-23',10-23,87.49,3.27432435778704,3.728,0.547274154332178,128.6923957,2.38752360015579,8.35833333333333,0.916065681779054,7
'10-24',10-24,89.4466666666667,2.06148813562805,3.68333333333333,0.625687088993638,128.674179933333,2.36158687916741,8.35833333333333,0.916065681779054,7
'10-25',10-25,89.6833333333333,1.14351796371118,3.64433333333333,0.472489506056307,128.662518266667,2.35834163064616,8.35833333333333,0.916065681779054,7
'10-26',10-26,90.5833333333333,5.20861145924062,3.578,0.486120355467656,128.650856633333,2.35550110424735,8.27933333333333,0.908705856332682,7
'10-27',10-27,87.19,1.25107953384255,3.52733333333333,0.355874041387305,128.639194966667,2.3530667751018,8.20866666666667,1.01536315342509,7
'10-28',10-28,88.06,1.9139226734642,3.517,0.406265922764878,128.626946233333,2.35084989516007,8.20866666666667,1.01536315342509,7
'10-29',10-29,87.64,2.83691734105835,3.44233333333333,0.35173474854403,128.642903233333,2.35378105700622,8.20866666666667,1.01536315342509,7
'10-30',10-30,85.24,1.40182024525216,3.495,0.411342922632687,128.6588602,2.35671231290615,8.20866666666667,1.01536315342509,7
'10-31',10-31,86.12,3.22291793255736,3.495,0.368325942610622,128.674817233333,2.35964359739716,8.20866666666667,1.01536315342509,7
'10-33',10-33,87.25,1.66009035898619,3.591,0.504476956857299,128.725671666667,2.36516770916412,8.20866666666667,1.01536315342509,7
'10-34',10-34,86.6133333333333,4.6060865529569,3.55233333333333,0.566170763403882,128.770484233333,2.36610994141162,8.20866666666667,1.01536315342509,7
'10-35',10-35,88.1966666666667,2.99475096349182,3.56166666666667,0.487541109377796,128.815296766667,2.3670538628048,8.14333333333333,0.921771302077341,7
'10-37',10-37,77.1466666666667,1.52428125138821,3.61,0.467927344787627,128.911648033333,2.36852458821004,8.14333333333333,0.921771302077341,7
'10-38',10-38,77.52,8.14580260011263,3.64266666666667,0.569772176692873,128.970071666667,2.36259508307238,8.14333333333333,0.921771302077341,7
'10-39',10-39,77.85,7.87316327786989,3.65766666666667,0.459134330379828,129.028495366667,2.35697638721514,8.14333333333333,0.921771302077341,7
'10-40',10-40,75.6433333333333,4.95047809139026,3.656,0.580700439125026,129.086919,2.35167071575444,7.94,1.03158470325998,7
'10-41',10-41,69.18,7.4550050301793,3.76533333333333,0.67153654653588,129.141713266667,2.34521211662598,7.94,1.03158470325998,7
'10-42',10-42,69.8166666666667,9.86357609254027,3.77933333333333,0.703097669839213,129.179776333333,2.33052254442798,7.94,1.03158470325998,7
'11-01',11-01,51.6366666666667,4.84685808883789,2.90166666666667,0.299500139120724,217.4375655,4.98558714820931,7.25066666666667,0.373103649584556,7
'11-03',11-03,52.08,4.09486263505866,2.93266666666667,0.383845455011959,217.738923166667,4.96977393911802,7.25066666666667,0.373103649584556,7
'11-04',11-04,54.0633333333333,3.82251662302911,2.95366666666667,0.367750368230041,217.906226433333,4.91907126055976,7.25066666666667,0.373103649584556,7
'11-05',11-05,53.79,6.53665816759603,2.99133333333333,0.36750555551356,218.073529666667,4.87501917477572,7.25066666666667,0.373103649584556,7
'11-07',11-07,58.5933333333333,5.04315707997814,3.09166666666667,0.397062127800339,218.343831433333,4.9345976910965,7.25066666666667,0.373103649584556,7
'11-08',11-08,62.6466666666667,5.48877339059769,3.11733333333333,0.413988325117186,218.444716166667,5.08819249149846,7.25066666666667,0.373103649584556,7
'11-09',11-09,65.09,2.1544604893108,3.21233333333333,0.460189453739795,218.5456009,5.25105055695959,7.24233333333333,0.369433801016267,7
'11-10',11-10,64.7666666666667,4.26141212901709,3.29933333333333,0.470287500719863,218.646485633333,5.42233729461372,7.24233333333333,0.369433801016267,7
'11-11',11-11,67.3966666666667,3.00142188526265,3.34333333333333,0.479651262203422,218.7376356,5.54203373351118,7.24233333333333,0.369433801016267,7
'11-12',11-12,69.7566666666667,3.5023182798447,3.35166666666667,0.507008218210843,218.826855366667,5.58418088443286,7.24233333333333,0.369433801016267,7
'11-13',11-13,70.1533333333333,1.01716927467003,3.383,0.546321334015063,218.9160751,5.62989363880397,7.25,0.379153003416818,7
'11-14',11-14,74.4433333333333,1.02378383135,3.44933333333333,0.548766191864384,219.005294866667,5.67908600016172,7.19366666666667,0.473022550554757,7
'11-15',11-15,75.6733333333333,2.58907963055089,3.496,0.560891255057523,219.104011233333,5.70885622219639,7.19366666666667,0.473022550554757,7
'11-16',11-16,75.75,3.34143681670018,3.50333333333333,0.58763112011987,219.277293233333,5.59082161179001,7.19366666666667,0.473022550554757,7
'11-17',11-17,77.6866666666667,3.7150011215788,3.461,0.607953123192895,219.4505753,5.47280017069732,7.19366666666667,0.473022550554757,7
'11-18',11-18,76.7066666666667,4.61380898318638,3.45333333333333,0.652812632639207,219.623857333333,5.35479282886774,7.19366666666667,0.473022550554757,7
'11-19',11-19,79.6233333333333,4.00326533386595,3.41833333333333,0.658316286699134,219.7971394,5.23680053128324,7.19366666666667,0.473022550554757,7
'11-20',11-20,77.8766666666667,5.8529081090799,3.39133333333333,0.667792133326933,219.721414766667,5.25793024415902,7.19366666666667,0.473022550554757,7
'11-21',11-21,82.85,3.85928749900778,3.33333333333333,0.599830253766291,219.601222466667,5.3288342631368,7.19366666666667,0.473022550554757,7
'11-22',11-22,83.6333333333333,2.28399503794029,3.28966666666667,0.546554053441497,219.481030133333,5.4015062893283,7.19466666666667,0.473499032029988,7
'11-23',11-23,83.6333333333333,1.92235099119163,3.24733333333333,0.533315416365713,219.360837866667,5.47587577711318,7.19466666666667,0.473499032029988,7
'11-24',11-24,85.9233333333333,1.71220131215229,3.21766666666667,0.529249783498622,219.3457673,5.49084653696511,7.19466666666667,0.473499032029988,7
'11-25',11-25,84.6533333333333,1.43681360424177,3.18266666666667,0.512891151545173,219.438099433333,5.44274270068579,7.19466666666667,0.473499032029988,7
'11-26',11-26,85.85,2.35420899666979,3.15,0.457423217600503,219.530431566667,5.3946428202899,7.19233333333333,0.470704082554366,7
'11-27',11-27,85.7166666666667,1.99665553697463,3.11133333333333,0.43810539066911,219.622763666667,5.34654694859004,7.08233333333333,0.657428576602306,7
'11-28',11-28,86.1633333333333,3.21981883548293,3.17433333333333,0.447128989591746,219.711524466667,5.29944647610124,7.08233333333333,0.657428576602306,7
'11-29',11-29,86.38,3.4842359277178,3.20866666666667,0.501394389012616,219.7203633,5.3181806887943,7.08233333333333,0.657428576602306,7
'09-52',09-52,43.41,0,3.129,0,223.2496766,0,6.054,0,1
'10-52',10-52,48.92,0,3.428,0,130.0710323,0,7.874,0,1
'11-52',11-52,48.86,0,3.129,0,223.0090839,0,7.197,0,1
'11-30',11-30,87.53,2.02037125301323,3.236,0.551745412305351,219.729202066667,5.3373166514275,7.08233333333333,0.657428576602306,7
'11-31',11-31,87.3066666666667,2.56969518296045,3.226,0.577687631856522,219.738040866667,5.35685015622557,7.08233333333333,0.657428576602306,7
'11-33',11-33,86.76,3.3422896343674,3.23566666666667,0.566155750066475,219.803795266667,5.40424919397832,7.08233333333333,0.657428576602306,7
'11-34',11-34,83.2066666666667,5.86508596129096,3.25566666666667,0.549185153962967,219.8959096,5.43741824268095,7.08233333333333,0.657428576602306,7
'11-35',11-35,84.3466666666667,8.3733286889582,3.258,0.569670957658896,219.9880239,5.47066637283381,7.155,0.711008438768489,7
'11-37',11-37,78.7266666666667,6.86773858947262,3.321,0.529170104975704,220.212934933333,5.53669204698025,7.155,0.711008438768489,7
'11-38',11-38,76.1266666666667,5.2335965963506,3.30433333333333,0.51754162473499,220.411677,5.59854580680371,7.155,0.711008438768489,7
'11-39',11-39,78.76,5.1817082125493,3.24566666666667,0.484345262528018,220.610419066667,5.66357204420181,7.155,0.711008438768489,7
'11-40',11-40,71.5833333333333,6.46780745951316,3.197,0.470216971195207,220.809161166667,5.73166272216049,6.93166666666667,0.798765505848437,7
'11-41',11-41,69.7466666666667,5.91237121071841,3.201,0.441054418411153,220.999407,5.80324203952691,6.93166666666667,0.798765505848437,7
'11-42',11-42,67.77,8.04360615644493,3.23933333333333,0.423110308706053,221.0302322,5.88155166139592,6.93166666666667,0.798765505848437,7
'12-01',12-01,45.8466666666667,7.12337232870305,3.28266666666667,0.318522108076247,127.9304516,1.96478456171107,13.3943333333333,1.04583427622799,7
'12-03',12-03,51.52,4.65288082804618,3.266,0.374356781693616,128.081998466667,1.95698634460752,13.3943333333333,1.04583427622799,7
'12-04',12-04,50.4666666666667,0.256969518295856,3.28066666666667,0.428306354532981,128.1489232,1.9445309734887,13.3943333333333,1.04583427622799,7
'12-05',12-05,49.83,4.36361089007713,3.34566666666667,0.357505710910104,128.2158479,1.93405267856997,13.3943333333333,1.04583427622799,7
'12-07',12-07,54.9066666666667,4.11225404533,3.42166666666667,0.363571634390435,128.352171966667,1.9486594956201,13.3943333333333,1.04583427622799,7
'12-08',12-08,53.88,5.84122418676093,3.521,0.433570063542212,128.4284238,1.98942949419574,13.3943333333333,1.04583427622799,7
'12-09',12-09,54.61,4.53765357866815,3.646,0.546538196286411,128.504675666667,2.03180687104921,13.4356666666667,1.08208009561828,7
'12-10',12-10,57.18,2.40617954442319,3.71933333333333,0.586260465436087,128.5809275,2.07569326947334,13.4356666666667,1.08208009561828,7
'12-11',12-11,64.5333333333333,0.378725934333744,3.69133333333333,0.582000286368771,128.633495666667,2.13463322515064,13.4356666666667,1.08208009561828,7
'12-12',12-12,58.4033333333333,5.40379804705308,3.66566666666667,0.53707013818805,128.661347666667,2.21300345163935,13.4356666666667,1.08208009561828,7
'12-13',12-13,65.1233333333333,1.98812306795455,3.72366666666667,0.595971755482868,128.689199666667,2.29341952292705,13.3406666666667,1.01545671169839,7
'12-14',12-14,66.2233333333333,3.40707107840958,3.75033333333333,0.543037138079276,128.717051633333,2.37567383464001,13.154,1.33481796511733,7
'12-15',12-15,63.45,5.45258654218345,3.75566666666667,0.56296921170996,128.742427233333,2.45405820922145,13.154,1.33481796511733,7
'12-16',12-16,71.6833333333333,4.75007719235532,3.82533333333333,0.612419246377292,128.752340133333,2.47272806503973,13.154,1.33481796511733,7
'12-17',12-17,71.3666666666667,5.74000290359972,3.80066666666667,0.643510942667906,128.762253066667,2.49173212491912,13.154,1.33481796511733,7
'12-18',12-18,75.2733333333333,6.52797314128472,3.76833333333333,0.71657611831077,128.772165933333,2.51106270137946,13.154,1.33481796511733,7
'12-19',12-19,79.68,10.1714354935771,3.779,0.718845602337526,128.782078833333,2.53071236903848,13.154,1.33481796511733,7
'12-20',12-20,77.3866666666667,9.50797735237797,3.774,0.633751528597764,128.762666666667,2.5068605335367,13.154,1.33481796511733,7
'12-21',12-21,82.5933333333333,5.40884768997395,3.82133333333333,0.646803164288287,128.739243,2.46700808637831,13.154,1.33481796511733,7
'12-22',12-22,80.6333333333333,10.319042268221,3.80433333333333,0.618004314979541,128.715819366667,2.42722790902838,13.181,1.36399083574634,7
'12-23',12-23,84.64,5.82732357090277,3.728,0.547274154332178,128.6923957,2.38752360015579,13.181,1.36399083574634,7
'12-24',12-24,89.9866666666667,6.24584128307241,3.72433333333333,0.555797025300905,128.674179933333,2.36158687916741,13.181,1.36399083574634,7
'12-25',12-25,93.26,5.33011256916784,3.67466666666667,0.490723275719966,128.662518266667,2.35834163064616,13.181,1.36399083574634,7
'12-26',12-26,92.21,3.56421099263193,3.578,0.486120355467656,128.650856633333,2.35550110424735,13.1033333333333,1.32259303390473,7
'12-27',12-27,90.66,2.02022275999466,3.531,0.354609644538895,128.639194966667,2.3530667751018,12.8696666666667,1.71696311356223,7
'12-28',12-28,90.24,4.68238187250899,3.52466666666667,0.317055725911601,128.626946233333,2.35084989516007,12.8696666666667,1.71696311356223,7
'12-29',12-29,89.8366666666667,3.81876070647745,3.52033333333333,0.416504901931938,128.642903233333,2.35378105700622,12.8696666666667,1.71696311356223,7
'12-30',12-30,93.3166666666667,0.141891977702987,3.56766666666667,0.380322670022889,128.6588602,2.35671231290718,12.8696666666667,1.71696311356223,7
'12-31',12-31,87.2966666666667,3.8189047295442,3.55,0.4015457632699,128.674817233333,2.35964359739716,12.8696666666667,1.71696311356223,7
'12-33',12-33,89.6866666666667,6.45958460996794,3.591,0.504476956857296,128.725671666667,2.3651677091631,12.8696666666667,1.71696311356223,7
'12-34',12-34,87.2333333333333,6.63038711790888,3.578,0.575366839503286,128.770484233333,2.36610994141162,12.8696666666667,1.71696311356223,7
'12-35',12-35,89.5466666666667,4.2348238845711,3.63066666666667,0.564903826623022,128.815296766667,2.3670538628048,12.914,1.76865287719211,7
'12-37',12-37,78.3333333333333,4.64574357162904,3.67566666666667,0.615391203490372,128.911648033333,2.36852458821004,12.914,1.76865287719211,7
'12-38',12-38,78.2566666666667,8.14641843593452,3.64266666666667,0.569772176692873,128.970071666667,2.36259508307135,12.914,1.76865287719211,7
'12-39',12-39,75.19,12.2534852185,3.61966666666667,0.524681173031142,129.028495366667,2.35697638721514,12.914,1.76865287719211,7
'12-40',12-40,72.5133333333333,8.25758035585069,3.64066666666667,0.448533536464477,129.086919,2.35167071575444,12.4673333333333,2.08931432133447,7
'12-41',12-41,65.6133333333333,7.12808763507676,3.801,0.669008968549747,129.141713266667,2.34521211662598,12.4673333333333,2.08931432133447,7
'12-42',12-42,66.63,7.64001963348265,3.81733333333333,0.644354198661988,129.179776333333,2.33052254442798,12.4673333333333,2.08931432133447,7
'13-01',13-01,27.4233333333333,9.14950454031985,2.879,0.207260705392988,127.9304516,1.96478456171107,7.29666666666667,1.11614037348953,7
'13-03',13-03,34.4033333333333,1.53396001686262,2.87833333333333,0.202327292606144,128.081998466667,1.95698634460752,7.29666666666667,1.11614037348953,7
'13-04',13-04,31.98,2.18988584177351,2.895,0.203442866672691,128.1489232,1.94453097348745,7.29666666666667,1.11614037348953,7
'13-05',13-05,31.7966666666667,8.65716658805488,2.91066666666667,0.205456402512392,128.2158479,1.93405267856997,7.29666666666667,1.11614037348953,7
'13-07',13-07,39.97,3.05653398476124,2.98766666666667,0.180378306160518,128.352171966667,1.9486594956201,7.29666666666667,1.11614037348953,7
'13-08',13-08,36.6766666666667,4.30407171563551,3.028,0.181430427437082,128.4284238,1.98942949419574,7.29666666666667,1.11614037348953,7
'13-09',13-09,36.2466666666667,5.19723323830408,3.10466666666667,0.227555121527363,128.504675666667,2.03180687104921,7.227,1.0233713890861,7
'13-10',13-10,39.4966666666667,1.58695725630309,3.201,0.281106741292342,128.5809275,2.07569326947451,7.227,1.0233713890861,7
'13-11',13-11,49.1933333333333,4.04017738884495,3.28366666666667,0.325049739783522,128.633495666667,2.13463322515064,7.227,1.0233713890861,7
'13-12',13-12,48.6233333333333,6.67545004725025,3.34733333333333,0.375260354065458,128.661347666667,2.21300345163935,7.227,1.0233713890861,7
'13-13',13-13,48.0066666666667,5.36231604191082,3.38733333333333,0.4057860684318,128.689199666667,2.29341952292705,7.13466666666667,1.00277332101195,7
'13-14',13-14,45.34,3.15234833100671,3.42933333333333,0.434615155434478,128.717051633333,2.37567383464001,7.08833333333333,1.07482897864419,7
'13-15',13-15,47.8566666666667,5.37072000139032,3.47033333333333,0.453403058363456,128.742427233333,2.45405820922145,7.08833333333333,1.07482897864419,7
